Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1617699600.0 10009.0 NA 210 370 0 81 167 NA 610 821 0 166 319 NA 3166 3107 663 488 748 NA 3145 2999 2269 364 3675
1617699600.0 11624.911 79 277 469 0 91 NA 174 688 797 0 178 NA 12049 10313 7333 3327 4242 NA 8307 10384 13677 6635 4580 NA
1617699600.0 11634.7 NA 289 471 0 NA NA NA 717 823 0 NA NA NA 2341 3549 952 NA NA NA 1993 3718 1293 NA NA
1617699600.0 11642.911 72 262 454 0 91 NA 157 682 756 0 186 NA 8675 8641 7458 3348 4106 NA 6619 8835 11906 9320 4413 NA
1617699600.0 12024.0 NA 287 473 0 NA NA NA 698 834 0 NA NA NA 2543 3817 960 NA NA NA 2211 4470 1276 NA NA
1617699600.0 134.0 NA 294 38 0 NA NA NA 602 107 0 NA NA NA 4118 144 78 NA NA NA 4692 510 225 NA NA
1617699600.0 136.847 NA 119 422 0 NA NA NA 223 863 0 NA NA NA 870 18647 512 NA NA NA 912 8028 1004 NA NA
1617699600.0 136.886 NA 121 449 0 NA NA NA 216 990 0 NA NA NA 711 17625 526 NA NA NA 892 7678 2682 NA NA
1617699600.0 136.893 NA 120 423 0 NA NA NA 227 822 0 NA NA NA 869 17562 523 NA NA NA 934 7884 2425 NA NA
1617699600.0 1360.0 74 135 318 0 NA NA 177 470 595 0 NA NA 2105 837 2593 478 NA NA 1438 1262 4747 906 NA NA
1617699600.0 140.0 76 111 203 0 NA NA 175 456 369 0 NA NA 3288 618 1696 277 NA NA 2916 1053 1829 771 NA NA
1617699600.0 144.6 NA 291 NA NA NA NA NA 645 NA NA NA NA NA 3533 NA NA NA NA NA 4100 NA NA NA NA
1617699600.0 145.0 74 98 189 0 NA NA 173 496 372 0 NA NA 2848 670 1237 264 NA NA 2477 630 2044 339 NA NA
1617699600.0 149.0 62 190 353 0 NA NA 154 583 788 0 NA NA 1730 1504 2376 646 NA NA 2137 1071 2542 738 NA NA
1617699600.0 159.1 64 144 355 0 NA NA 150 494 744 0 NA NA 974 818 2293 651 NA NA 1643 788 2484 1242 NA NA
1617699600.0 159.2 62 149 359 0 NA NA 151 549 739 0 NA NA 1141 872 2244 660 NA NA 1508 1236 2157 3974 NA NA
1617699600.0 159.3 63 151 360 0 NA NA 148 503 747 0 NA NA 950 722 2382 617 NA NA 1480 717 2297 679 NA NA
1617699600.0 23461.97 850 NA NA NA NA NA 1451 NA NA NA NA NA 12162 NA NA NA NA NA 6783 NA NA NA NA NA
1617699600.0 300.0 64 167 398 0 NA NA 179 595 843 0 NA NA 1054 1052 2920 653 NA NA 1047 1541 4902 729 NA NA
1617699600.0 301.0 69 175 412 0 NA NA 177 583 784 0 NA NA 1036 1044 2707 655 NA NA 1222 1826 2672 725 NA NA
1617699600.0 310.0 68 173 388 0 NA NA 170 551 728 0 NA NA 978 863 2640 651 NA NA 1431 1381 5663 1212 NA NA
1617699600.0 312.0 68 164 395 0 NA NA 170 560 729 0 NA NA 935 863 3094 633 NA NA 1365 966 5627 703 NA NA
1617699600.0 522.0 18 40 0 NA NA NA 81 105 0 NA NA NA 564 203 158 NA NA NA 4104 1765 751 NA NA NA
1617699600.0 555.0 18 41 0 NA NA NA 81 114 0 NA NA NA 933 247 158 NA NA NA 3328 1305 774 NA NA NA
