Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1617570000.0 1.0 72 92 190 NA NA NA NA 202 410 582 NA NA NA NA 1165 839 1768 NA NA NA NA 1175 713 1839 NA NA NA NA
1617570000.0 10004.0 NA 212 361 0 79 137 NA NA 637 729 0 156 263 NA NA 2807 3070 665 630 705 NA NA 1739 5884 1945 563 778 NA
1617570000.0 10006.0 NA 200 361 0 76 135 NA NA 624 760 0 154 272 NA NA 2884 2515 676 483 825 NA NA 2021 3398 1565 423 1169 NA
1617570000.0 1002.0 NA 291 71 NA NA NA NA NA 637 161 NA NA NA NA NA 3612 408 NA NA NA NA NA 3905 321 NA NA NA NA
1617570000.0 10023.0 NA 206 364 0 79 137 NA NA 607 798 0 164 269 NA NA 2713 2491 677 666 650 NA NA 2320 3232 1360 1669 1149 NA
1617570000.0 1003.0 NA 327 0 NA NA NA NA NA 762 0 NA NA NA NA NA 4089 402 NA NA NA NA NA 3192 593 NA NA NA NA
1617570000.0 1004.0 NA 217 91 0 0 0 0 NA 401 169 0 0 0 0 NA 1695 546 79 108 262 260 NA 2219 647 191 189 358 355
1617570000.0 10071.0 NA 203 374 0 80 162 NA NA 634 742 0 168 317 NA NA 2783 2940 708 808 692 NA NA 2079 4322 1498 736 974 NA
1617570000.0 101.0 83 NA NA NA NA NA NA 188 NA NA NA NA NA NA 845 NA NA NA NA NA NA 1176 NA NA NA NA NA NA
1617570000.0 1010.0 NA 29 47 0 NA NA NA NA 98 128 0 NA NA NA NA 122 231 152 NA NA NA NA 296 351 214 NA NA NA
1617570000.0 102.0 83 NA NA NA NA NA NA 188 NA NA NA NA NA NA 716 NA NA NA NA NA NA 956 NA NA NA NA NA NA
1617570000.0 1020.0 NA 43 30 0 39 NA NA NA 155 88 0 156 NA NA NA 317 111 73 310 NA NA NA 531 285 166 350 NA NA
