Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1617570000.0 1.0 70 129 178 NA NA NA NA 189 538 579 NA NA NA NA 1311 469 1240 NA NA NA NA 1891 849 2083 NA NA NA NA
1617570000.0 10.0 NA 135 281 0 NA NA NA NA 551 648 0 NA NA NA NA 2069 3332 544 NA NA NA NA 1609 3762 878 NA NA NA
1617570000.0 1000.0 NA 287 149 0 50 NA NA NA 644 274 0 102 NA NA NA 3169 1140 660 283 NA NA NA 4903 1741 1104 420 NA NA
1617570000.0 10004.0 NA 208 346 0 66 NA NA NA 557 703 0 126 NA NA NA 1856 1759 901 266 NA NA NA 1423 3362 1219 795 NA NA
1617570000.0 10006.0 NA 210 342 0 65 NA NA NA 602 641 0 128 NA NA NA 1877 1764 912 471 NA NA NA 1647 3365 1503 1087 NA NA
1617570000.0 10008.0 NA 213 350 0 66 NA NA NA 602 731 0 130 NA NA NA 1878 1813 915 270 NA NA NA 1704 4130 1447 1005 NA NA
1617570000.0 10009.0 NA 210 347 0 67 NA NA NA 600 718 0 131 NA NA NA 1880 1838 911 265 NA NA NA 1335 3901 1425 551 NA NA
1617570000.0 1001.2 NA 384 131 0 NA NA NA NA 766 197 0 NA NA NA NA 14371 1567 116 NA NA NA NA 6156 1165 232 NA NA NA
1617570000.0 10024.0 NA 217 362 0 67 NA NA NA 602 657 0 126 NA NA NA 1951 2066 936 274 NA NA NA 1776 3557 1477 553 NA NA
1617570000.0 10024.2 NA 213 358 0 NA NA NA NA 601 718 0 NA NA NA NA 2094 2089 947 NA NA NA NA 1580 3471 1826 NA NA NA
1617570000.0 10024.4 NA 217 360 0 NA NA NA NA 600 638 0 NA NA NA NA 1972 2018 910 NA NA NA NA 1812 2614 1189 NA NA NA
1617570000.0 10025.0 NA 213 352 0 67 NA NA NA 601 716 0 126 NA NA NA 1907 1865 914 275 NA NA NA 1622 2999 1236 711 NA NA
