Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1617570000.0 10824.502 203 102 0 387 767 0 2720 599 188 1417 1191 262
1617570000.0 10824.512 204 88 0 395 716 0 2412 376 146 1339 622 180
1617570000.0 10824.522 204 96 0 372 670 0 2521 353 154 1454 770 221
1617570000.0 10842.502 202 101 0 379 758 0 2493 639 187 1465 1025 254
1617570000.0 11634.502 225 120 0 516 780 0 2583 762 189 3030 1497 458
1617570000.0 11634.512 224 120 0 517 741 0 2562 630 150 3085 983 260
1617570000.0 11634.522 233 119 0 508 705 0 2322 611 154 3046 1031 270
1617570000.0 11650.502 221 119 0 485 782 0 2614 743 189 3081 1481 671
1617570000.0 136.885502 117 111 0 224 755 0 893 993 134 911 1323 191
1617570000.0 136.885512 118 95 0 230 697 0 809 627 151 841 752 229
1617570000.0 136.885522 122 96 0 227 670 0 864 604 143 649 722 213
1617570000.0 136.888502 118 111 0 223 755 0 892 1000 128 822 1314 156
1617570000.0 136.888512 124 94 0 220 708 0 845 694 150 645 735 215
1617570000.0 136.888522 117 96 0 227 671 0 824 620 144 714 723 215
