Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1617397200.0 10824.502 217 102 0 397 772 0 2692 618 176 1672 853 223
1617397200.0 10824.512 211 100 0 373 738 0 2962 359 137 1771 528 180
1617397200.0 10824.522 216 94 0 380 671 0 2960 333 145 1794 518 200
1617397200.0 10842.502 214 99 0 395 763 0 2686 528 177 1666 727 239
1617397200.0 11634.502 211 121 0 524 784 0 5320 783 178 6331 1165 292
1617397200.0 11634.512 216 127 0 506 741 0 5291 612 141 6255 852 225
1617397200.0 11634.522 206 116 0 514 706 0 5525 590 145 6333 696 200
1617397200.0 11650.502 211 127 0 516 784 0 5174 808 177 6255 1198 292
1617397200.0 136.885502 123 110 0 229 758 0 698 973 123 722 870 169
1617397200.0 136.885512 116 93 0 224 704 0 744 662 139 628 691 186
1617397200.0 136.885522 122 96 0 225 667 0 755 597 132 604 738 190
1617397200.0 136.888502 124 96 0 230 758 0 767 1061 119 725 1033 144
1617397200.0 136.888512 124 94 0 221 709 0 736 661 142 722 735 203
1617397200.0 136.888522 118 97 0 225 670 0 768 602 131 625 632 176
