Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1616886000.0 1.0 86 80 138 NA NA NA NA NA 183 360 237 NA NA NA NA NA 1596 343 245 NA NA NA NA NA 909 259 335 NA NA NA NA NA
1616886000.0 10.0 NA 115 480 0 NA NA NA NA NA 365 590 0 NA NA NA NA NA 2076 1767 330 NA NA NA NA NA 1164 1413 378 NA NA NA NA
1616886000.0 1000.0 NA 469 149 0 51 NA NA NA NA 577 244 0 91 NA NA NA NA 2023 845 448 125 NA NA NA NA 1686 737 477 129 NA NA NA
1616886000.0 10001.0 NA 187 654 80 0 NA NA NA NA 478 810 132 0 NA NA NA NA 526 870 176 1244 NA NA NA NA 562 1225 292 1510 NA NA NA
1616886000.0 10002.0 NA 193 653 80 0 NA NA NA NA 484 804 132 0 NA NA NA NA 537 886 178 1246 NA NA NA NA 680 1967 320 1574 NA NA NA
1616886000.0 10003.0 NA 193 653 80 0 NA NA NA NA 476 814 133 0 NA NA NA NA 545 885 180 1318 NA NA NA NA 637 1287 463 1779 NA NA NA
1616886000.0 10004.0 NA 187 656 80 0 NA NA NA NA 475 781 133 0 NA NA NA NA 506 874 178 1254 NA NA NA NA 600 1381 897 1483 NA NA NA
1616886000.0 10005.0 NA 189 654 80 0 NA NA NA NA 477 811 134 0 NA NA NA NA 518 862 178 1236 NA NA NA NA 724 1471 377 1511 NA NA NA
1616886000.0 10006.0 NA 187 661 82 0 NA NA NA NA 470 805 133 0 NA NA NA NA 521 866 174 1234 NA NA NA NA 641 1451 444 1419 NA NA NA
1616886000.0 10007.0 NA 187 655 90 0 NA NA NA NA 484 811 146 0 NA NA NA NA 537 913 192 1318 NA NA NA NA 874 1184 335 1785 NA NA NA
