Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1617487200.0 10003.0 NA 192 655 80 0 NA 479 816 133 0 NA 540 911 182 1271 NA 861 1566 324 1493
1617487200.0 10005.0 NA 189 655 80 0 NA 472 810 132 0 NA 549 935 189 1379 NA 566 1687 844 1543
1617487200.0 10007.0 NA 191 654 96 0 NA 476 811 143 0 NA 558 914 194 1287 NA 679 2063 385 1792
1617487200.0 10024.0 NA 213 676 92 0 NA 480 837 144 0 NA 729 1182 204 1309 NA 1114 1518 361 1454
1617487200.0 10024.6 NA 213 664 0 NA NA 477 825 0 NA NA 761 1248 1321 NA NA 851 2358 1514 NA
1617487200.0 10026.0 NA 217 682 81 0 NA 477 837 133 0 NA 748 1354 190 1299 NA 730 1716 377 1412
1617487200.0 10224.0 NA 334 945 0 NA NA 536 1188 0 NA NA 3298 4644 1323 NA NA 13688 3733 1539 NA
1617487200.0 10225.0 NA 313 924 0 NA NA 521 1145 0 NA NA 3084 4175 1329 NA NA 14549 3917 1753 NA
1617487200.0 10424.0 NA 211 671 0 NA NA 469 825 0 NA NA 698 1214 1384 NA NA 1043 1992 1566 NA
1617487200.0 10823.0 63 190 656 80 0 123 474 807 132 0 1501 547 941 185 1279 899 638 1354 404 1586
1617487200.0 11224.0 73 217 678 0 NA 135 480 833 0 NA 4020 772 1215 1330 NA 1930 721 1240 1856 NA
1617487200.0 11623.0 61 194 660 83 0 109 475 826 132 0 1421 669 1118 202 1380 1070 1081 2221 440 1862
1617487200.0 11624.0 69 219 691 93 0 120 469 852 142 0 3948 849 1385 284 1430 2372 988 2042 709 1950
