Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1617613200.0 10225.0 NA 372 585 0 NA NA 580 938 0 NA NA 3807 3597 912 NA NA 2759 4325 1310 NA
1617613200.0 103.0 42 0 0 NA NA 98 0 0 NA NA 416 209 1374 NA NA 1213 984 2195 NA NA
1617613200.0 107.0 82 120 266 NA NA 204 582 584 NA NA 2024 460 1627 NA NA 1902 1104 3907 NA NA
1617613200.0 110.0 57 141 261 NA NA 127 583 627 NA NA 540 416 1553 NA NA 934 579 2425 NA NA
1617613200.0 111.0 78 156 273 NA NA 201 584 633 NA NA 1381 389 1587 NA NA 1603 752 3989 NA NA
1617613200.0 112.0 83 111 261 NA NA 205 584 585 NA NA 1874 466 1584 NA NA 1621 2434 3486 NA NA
1617613200.0 11224.0 NA 278 395 0 NA NA 632 733 0 NA NA 1660 2208 1663 NA NA 2075 2650 2534 NA
1617613200.0 11224.6 NA 275 393 0 NA NA 635 732 0 NA NA 1671 2210 1670 NA NA 2000 3952 2530 NA
1617613200.0 114.0 81 110 271 NA NA 215 584 599 NA NA 1862 485 1633 NA NA 1260 1626 2952 NA NA
1617613200.0 115.0 74 125 269 NA NA 205 585 594 NA NA 2063 470 1681 NA NA 2322 701 2390 NA NA
1617613200.0 11623.0 NA 167 347 0 67 NA 557 696 0 122 NA 590 1691 868 264 NA 749 3344 1123 1017
1617613200.0 11624.0 NA 177 363 0 70 NA 614 714 0 126 NA 664 1915 902 270 NA 764 2771 2405 759
1617613200.0 11642.0 NA 177 353 0 69 NA 557 730 0 127 NA 630 1823 887 259 NA 895 3928 1332 579
1617613200.0 119.0 81 129 268 NA NA 206 582 609 NA NA 1383 436 1578 NA NA 1304 705 2470 NA NA
1617613200.0 120.0 57 123 265 NA NA 132 539 617 NA NA 522 432 1527 NA NA 1297 1623 3685 NA NA
1617613200.0 12024.0 NA 178 363 0 NA NA 613 731 0 NA NA 679 1952 891 NA NA 1944 3773 1512 NA
1617613200.0 122.0 41 0 0 NA NA 97 0 0 NA NA 407 204 1388 NA NA 1223 607 2196 NA NA
1617613200.0 125.0 79 145 271 NA NA 210 585 615 NA NA 2122 467 1648 NA NA 1433 566 2375 NA NA
1617613200.0 126.0 60 143 263 NA NA 163 581 622 NA NA 1076 416 1564 NA NA 1228 452 2317 NA NA
1617613200.0 127.0 58 116 263 NA NA 130 584 615 NA NA 872 427 1537 NA NA 1273 1538 2466 NA NA
1617613200.0 128.0 56 103 267 NA NA 127 584 621 NA NA 518 419 1536 NA NA 964 1295 3888 NA NA
1617613200.0 129.0 58 107 265 NA NA 136 583 626 NA NA 511 425 1526 NA NA 980 1301 3800 NA NA
1617613200.0 130.0 59 144 265 NA NA 127 585 630 NA NA 569 433 1517 NA NA 1242 690 3491 NA NA
1617613200.0 1304.181 66 289 210 135 NA 138 588 617 269 NA 2065 2531 948 663 NA 1689 3893 1401 1023 NA
1617613200.0 131.0 60 147 265 NA NA 137 582 612 NA NA 928 432 1553 NA NA 1010 1347 4166 NA NA
1617613200.0 1356.0 84 146 310 0 124 175 599 668 0 217 1667 600 1692 563 541 1408 633 2967 1097 1417
1617613200.0 136.826 NA 106 412 0 NA NA 187 765 0 NA NA 665 16988 888 NA NA 751 7414 1433 NA
1617613200.0 136.828 NA 108 439 0 NA NA 180 848 0 NA NA 663 19480 899 NA NA 729 7698 1202 NA
1617613200.0 136.858 NA 231 352 0 NA NA 370 721 0 NA NA 1786 3133 1126 NA NA 2506 4438 1452 NA
1617613200.0 136.87 NA 229 354 0 NA NA 382 631 0 NA NA 1922 3727 1051 NA NA 2230 4905 1236 NA
1617613200.0 136.882 NA 231 402 0 NA NA 376 692 0 NA NA 1989 4119 1164 NA NA 2105 3815 2500 NA
1617613200.0 149.0 55 243 339 0 NA 125 597 707 0 NA 1318 1022 1679 897 NA 1778 1040 3659 1493 NA
1617613200.0 158.1 NA 268 365 0 NA NA 640 746 0 NA NA 754 2015 1026 NA NA 1079 3252 1482 NA
1617613200.0 158.2 NA 231 355 0 NA NA 642 773 0 NA NA 733 1969 1015 NA NA 1920 4061 1344 NA
1617613200.0 158.3 NA 256 365 0 NA NA 648 743 0 NA NA 748 2055 1028 NA NA 1578 4405 1871 NA
1617613200.0 20261.97 652 NA NA NA NA 1010 NA NA NA NA 8876 NA NA NA NA 5556 NA NA NA NA
1617613200.0 25.0 NA 139 293 0 74 NA 596 633 0 135 NA 2315 4135 539 357 NA 2476 4255 892 442
1617613200.0 250200.1 82 352 224 NA NA 171 611 610 NA NA 1807 1704 1971 NA NA 1530 1790 2216 NA NA
1617613200.0 250206.118 57 426 267 189 NA 133 685 716 295 NA 1008 3484 1621 689 NA 1006 2787 2473 1030 NA
1617613200.0 3.0 70 140 197 NA NA 184 584 535 NA NA 4929 390 1334 NA NA 3366 627 1923 NA NA
1617613200.0 300.0 59 187 393 0 NA 141 569 756 0 NA 670 523 2098 926 NA 1555 1605 3281 1572 NA
1617613200.0 301.0 60 175 386 0 NA 141 524 787 0 NA 917 528 2092 929 NA 1725 1915 4199 1409 NA
1617613200.0 302.0 60 180 393 0 NA 140 525 766 0 NA 746 738 2092 929 NA 1669 790 4267 1276 NA
1617613200.0 4.17 NA 31 291 0 157 NA 86 593 0 282 NA 236 2900 554 1157 NA 303 2726 1196 1902
1617613200.0 4.28 NA 60 284 0 NA NA 129 596 0 NA NA 273 2579 2139 NA NA 696 3090 2519 NA
1617613200.0 4.29 NA 35 295 0 159 NA 87 598 0 292 NA 258 3192 589 1216 NA 751 4334 877 1350
1617613200.0 4001.0 NA 191 350 NA NA NA 612 684 NA NA NA 871 2496 NA NA NA 1225 3270 NA NA
1617613200.0 4006.0 58 170 342 NA NA 125 600 662 NA NA 810 806 2110 NA NA 1611 1715 3443 NA NA
1617613200.0 4007.0 58 132 296 NA NA 129 610 637 NA NA 825 766 1622 NA NA 1129 1598 4169 NA NA
1617613200.0 4008.0 41 0 0 NA NA 98 0 0 NA NA 419 198 1363 NA NA 1797 376 3799 NA NA
1617613200.0 500200.1 87 203 226 NA NA 171 599 561 NA NA 1862 923 1928 NA NA 1940 2218 2549 NA NA
1617613200.0 525.0 14 37 0 NA NA 59 89 0 NA NA 697 183 137 NA NA 3768 389 509 NA NA
1617613200.0 555.0 14 39 0 NA NA 59 87 0 NA NA 1085 198 127 NA NA 5927 509 315 NA NA
1617613200.0 7.1 52 162 147 48 0 113 579 238 106 0 1087 321 425 194 231 1464 804 1633 829 605
