Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1617138000.0 136.807 NA 194 NA NA 597 NA NA 907 NA NA 923 NA
1617138000.0 136.808 NA 198 NA NA 594 NA NA 852 NA NA 858 NA
1617138000.0 136.809 NA 199 NA NA 594 NA NA 976 NA NA 926 NA
1617138000.0 136.81 NA 195 NA NA 609 NA NA 817 NA NA 515 NA
1617138000.0 136.811 NA 196 NA NA 595 NA NA 972 NA NA 1112 NA
1617138000.0 136.812 NA 199 NA NA 600 NA NA 883 NA NA 856 NA
1617138000.0 136.813 NA 194 NA NA 593 NA NA 859 NA NA 723 NA
1617138000.0 136.814 NA 195 NA NA 594 NA NA 992 NA NA 898 NA
1617138000.0 136.815 NA 200 NA NA 593 NA NA 903 NA NA 791 NA
1617138000.0 136.816 NA 196 NA NA 602 NA NA 1090 NA NA 911 NA
1617138000.0 136.817 NA 194 NA NA 604 NA NA 898 NA NA 833 NA
1617138000.0 136.818 NA 193 NA NA 599 NA NA 1074 NA NA 925 NA
1617138000.0 136.819 NA 194 NA NA 597 NA NA 986 NA NA 794 NA
1617138000.0 136.82 NA 202 NA NA 608 NA NA 1037 NA NA 1104 NA
1617138000.0 136.821 NA 196 NA NA 602 NA NA 999 NA NA 909 NA
1617138000.0 136.822 NA 241 NA NA 608 NA NA 877 NA NA 961 NA
1617138000.0 136.823 NA 194 NA NA 597 NA NA 985 NA NA 1023 NA
1617138000.0 136.824 NA 196 NA NA 607 NA NA 949 NA NA 934 NA
1617138000.0 136.825 NA 193 NA NA 597 NA NA 938 NA NA 1047 NA
1617138000.0 136.826 NA 194 NA NA 591 NA NA 1012 NA NA 763 NA
1617138000.0 136.827 NA 199 NA NA 593 NA NA 864 NA NA 730 NA
1617138000.0 136.828 NA 194 NA NA 604 NA NA 1223 NA NA 1447 NA
1617138000.0 136.829 NA 195 NA NA 603 NA NA 1112 NA NA 1257 NA
1617138000.0 136.83 NA 194 NA NA 598 NA NA 1026 NA NA 725 NA
1617138000.0 136.831 NA 229 NA NA 599 NA NA 1896 NA NA 2967 NA
1617138000.0 136.832 NA 197 NA NA 595 NA NA 1095 NA NA 1169 NA
1617138000.0 136.833 NA 202 NA NA 598 NA NA 1068 NA NA 1130 NA
1617138000.0 136.834 NA 194 NA NA 591 NA NA 878 NA NA 678 NA
1617138000.0 136.835 NA 196 NA NA 609 NA NA 951 NA NA 1007 NA
1617138000.0 136.836 NA 196 NA NA 595 NA NA 1225 NA NA 1563 NA
1617138000.0 136.837 NA 196 NA NA 602 NA NA 960 NA NA 963 NA
1617138000.0 136.838 NA 194 NA NA 608 NA NA 1058 NA NA 810 NA
1617138000.0 136.839 NA 202 NA NA 594 NA NA 929 NA NA 1171 NA
1617138000.0 136.8391 NA 236 NA NA 672 NA NA 3555 NA NA 4138 NA
1617138000.0 136.84 NA 196 NA NA 598 NA NA 1064 NA NA 833 NA
1617138000.0 136.841 NA 195 NA NA 598 NA NA 991 NA NA 842 NA
1617138000.0 136.842 NA 201 NA NA 601 NA NA 1084 NA NA 1129 NA
1617138000.0 136.843 NA 196 NA NA 597 NA NA 1005 NA NA 917 NA
1617138000.0 136.844 NA 191 NA NA 604 NA NA 1006 NA NA 725 NA
1617138000.0 136.845 NA 271 NA NA 599 NA NA 1012 NA NA 574 NA
1617138000.0 136.846 NA 276 NA NA 599 NA NA 912 NA NA 501 NA
1617138000.0 136.847 NA 197 NA NA 605 NA NA 1152 NA NA 951 NA
1617138000.0 136.848 NA 220 NA NA 598 NA NA 1207 NA NA 1517 NA
1617138000.0 136.849 NA 198 NA NA 604 NA NA 1028 NA NA 1078 NA
1617138000.0 136.85 NA 194 NA NA 601 NA NA 861 NA NA 864 NA
1617138000.0 136.8501 NA 275 NA NA 601 NA NA 813 NA NA 474 NA
1617138000.0 136.851 NA 193 NA NA 593 NA NA 926 NA NA 976 NA
1617138000.0 136.852 NA 193 NA NA 592 NA NA 883 NA NA 985 NA
1617138000.0 136.853 NA 196 NA NA 590 NA NA 801 NA NA 515 NA
1617138000.0 136.854 NA 196 NA NA 600 NA NA 897 NA NA 797 NA
1617138000.0 136.855 NA 196 NA NA 604 NA NA 877 NA NA 1024 NA
1617138000.0 136.856 NA 195 NA NA 590 NA NA 802 NA NA 805 NA
1617138000.0 136.8561 NA 187 NA NA 589 NA NA 851 NA NA 981 NA
1617138000.0 136.8562 NA 196 NA NA 583 NA NA 832 NA NA 1030 NA
1617138000.0 136.857 NA 197 NA NA 594 NA NA 1008 NA NA 1450 NA
1617138000.0 136.858 NA 196 NA NA 594 NA NA 1003 NA NA 933 NA
1617138000.0 136.859 NA 195 NA NA 609 NA NA 951 NA NA 854 NA
1617138000.0 136.86 NA 197 NA NA 612 NA NA 975 NA NA 1020 NA
1617138000.0 136.861 NA 218 NA NA 591 NA NA 928 NA NA 576 NA
1617138000.0 136.862 NA 204 NA NA 608 NA NA 975 NA NA 583 NA
1617138000.0 136.863 NA 197 NA NA 598 NA NA 986 NA NA 1201 NA
1617138000.0 136.864 NA 216 NA NA 599 NA NA 1209 NA NA 2074 NA
1617138000.0 136.8642 NA 194 NA NA 607 NA NA 1081 NA NA 1455 NA
1617138000.0 136.8643 NA 195 NA NA 610 NA NA 1347 NA NA 2165 NA
1617138000.0 136.865 NA 197 NA NA 594 NA NA 1200 NA NA 1041 NA
1617138000.0 136.866 NA 198 NA NA 596 NA NA 1036 NA NA 832 NA
1617138000.0 136.867 NA 194 NA NA 606 NA NA 1334 NA NA 2159 NA
1617138000.0 136.868 NA 196 NA NA 593 NA NA 972 NA NA 1035 NA
1617138000.0 136.869 NA 195 NA NA 602 NA NA 1182 NA NA 1018 NA
1617138000.0 136.87 NA 199 NA NA 601 NA NA 1210 NA NA 959 NA
1617138000.0 136.871 NA 196 NA NA 599 NA NA 1133 NA NA 760 NA
1617138000.0 136.872 NA 194 NA NA 597 NA NA 1247 NA NA 1455 NA
1617138000.0 136.873 NA 198 NA NA 596 NA NA 924 NA NA 941 NA
1617138000.0 136.874 NA 194 NA NA 596 NA NA 889 NA NA 695 NA
1617138000.0 136.875 NA 197 NA NA 593 NA NA 1005 NA NA 1019 NA
1617138000.0 136.876 NA 256 NA NA 596 NA NA 977 NA NA 1336 NA
1617138000.0 136.877 NA 230 NA NA 601 NA NA 871 NA NA 524 NA
1617138000.0 136.878 NA 193 NA NA 602 NA NA 915 NA NA 759 NA
1617138000.0 136.879 NA 196 NA NA 598 NA NA 1001 NA NA 880 NA
1617138000.0 136.88 NA 192 NA NA 594 NA NA 839 NA NA 908 NA
1617138000.0 136.881 NA 194 NA NA 602 NA NA 1035 NA NA 825 NA
1617138000.0 136.882 NA 200 NA NA 585 NA NA 962 NA NA 593 NA
1617138000.0 136.883 NA 195 NA NA 603 NA NA 1034 NA NA 1230 NA
1617138000.0 136.884 NA 196 NA NA 597 NA NA 989 NA NA 575 NA
1617138000.0 136.885 NA 195 NA NA 602 NA NA 894 NA NA 1065 NA
1617138000.0 136.8855 NA 203 NA NA 602 NA NA 932 NA NA 688 NA
1617138000.0 136.885501 NA 208 NA NA 602 NA NA 892 NA NA 991 NA
1617138000.0 136.885511 NA 201 NA NA 611 NA NA 966 NA NA 1031 NA
1617138000.0 136.885521 NA 274 NA NA 611 NA NA 951 NA NA 619 NA
1617138000.0 136.886 NA 197 NA NA 600 NA NA 961 NA NA 919 NA
1617138000.0 136.8861 NA 197 NA NA 611 NA NA 1302 NA NA 1161 NA
1617138000.0 136.8862 NA 198 NA NA 603 NA NA 1146 NA NA 1605 NA
1617138000.0 136.887 NA 196 NA NA 600 NA NA 1077 NA NA 937 NA
1617138000.0 136.888 NA 223 NA NA 596 NA NA 1076 NA NA 1565 NA
1617138000.0 136.8885 NA 225 NA NA 593 NA NA 937 NA NA 1024 NA
1617138000.0 136.888501 NA 211 NA NA 599 NA NA 916 NA NA 700 NA
1617138000.0 136.888511 NA 273 NA NA 602 NA NA 1645 NA NA 2136 NA
1617138000.0 136.888521 NA 217 NA NA 602 NA NA 1057 NA NA 1016 NA
1617138000.0 136.889 NA 197 NA NA 590 NA NA 877 NA NA 777 NA
1617138000.0 136.89 NA 197 NA NA 599 NA NA 1144 NA NA 1418 NA
1617138000.0 136.891 NA 193 NA NA 600 NA NA 1098 NA NA 929 NA
1617138000.0 136.892 NA 213 NA NA 606 NA NA 1042 NA NA 621 NA
1617138000.0 136.893 NA 255 NA NA 599 NA NA 1040 NA NA 1337 NA
1617138000.0 136.894 NA 197 NA NA 598 NA NA 1055 NA NA 927 NA
1617138000.0 136.895 NA 195 NA NA 594 NA NA 1042 NA NA 919 NA
1617138000.0 136.896 NA 197 NA NA 597 NA NA 1032 NA NA 852 NA
1617138000.0 136.898 NA 197 NA NA 597 NA NA 1029 NA NA 866 NA
1617138000.0 1360.0 173 227 NA 554 618 NA 2533 1260 NA 1984 870 NA
1617138000.0 1361.0 180 242 NA 560 735 NA 5156 1360 NA 3759 639 NA
1617138000.0 1361.17 166 303 NA 551 802 NA 5247 2685 NA 4063 1354 NA
1617138000.0 1361.18 162 296 NA 548 679 NA 4699 2689 NA 3141 1803 NA
1617138000.0 1361.181 164 284 NA 554 697 NA 4441 2815 NA 4966 2458 NA
1617138000.0 1362.0 181 241 NA 562 636 NA 8034 1907 NA 5591 1474 NA
1617138000.0 1362.17 164 292 NA 549 705 NA 8263 2985 NA 8685 1977 NA
1617138000.0 1362.18 165 295 NA 550 802 NA 7764 2622 NA 5939 904 NA
1617138000.0 1363.0 183 242 NA 574 632 NA 7724 1754 NA 6872 1277 NA
1617138000.0 1363.17 163 295 NA 547 694 NA 7967 2754 NA 7211 1980 NA
1617138000.0 1363.18 166 285 NA 546 693 NA 8698 3070 NA 9484 2569 NA
1617138000.0 1364.0 NA 237 NA NA 741 NA NA 1806 NA NA 1548 NA
1617138000.0 1365.0 NA 241 NA NA 737 NA NA 1754 NA NA 1534 NA
1617138000.0 1366.0 NA 313 NA NA 731 NA NA 1569 NA NA 2027 NA
1617138000.0 137.8 NA 194 NA NA 596 NA NA 2610 NA NA 2725 NA
1617138000.0 1370.0 137 178 239 469 571 631 177 2629 1901 257 2064 1358
1617138000.0 1370.17 121 165 313 469 549 705 195 3514 2854 709 3972 1833
1617138000.0 1370.18 127 166 293 469 557 693 186 3505 2695 503 3948 1556
1617138000.0 139901.0 NA 239 NA NA 737 NA NA 1551 NA NA 1528 NA
1617138000.0 139902.0 NA 245 NA NA 737 NA NA 1674 NA NA 1553 NA
1617138000.0 13992501.0 NA 390 NA NA 915 NA NA 3797 NA NA 3090 NA
1617138000.0 13992502.0 NA 391 NA NA 912 NA NA 3757 NA NA 3156 NA
1617138000.0 14.0 NA 290 NA NA 621 NA NA 2558 NA NA 1852 NA
1617138000.0 140.0 169 204 NA 557 585 NA 3303 599 NA 2629 453 NA
1617138000.0 140.51 NA 134 NA NA 513 NA NA 640 NA NA 850 NA
1617138000.0 140.55 NA 191 230 NA 573 556 NA 5337 7299 NA 5258 3956
1617138000.0 145.0 172 278 NA 558 591 NA 2388 489 NA 2158 448 NA
1617138000.0 148.0 153 253 NA 532 659 NA 1446 1005 NA 1962 1803 NA
1617138000.0 149.0 157 271 NA 541 679 NA 1690 1527 NA 1265 1480 NA
1617138000.0 15.0 NA 199 NA NA 580 NA NA 1832 NA NA 1530 NA
1617138000.0 150.0 165 243 NA 543 626 NA 2409 933 NA 2110 593 NA
1617138000.0 158.0 164 0 NA 554 0 NA 2615 0 NA 4196 0 NA
1617138000.0 158.1 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1617138000.0 158.2 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1617138000.0 158.3 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1617138000.0 159.0 166 231 NA 549 640 NA 3160 691 NA 2798 965 NA
1617138000.0 159.1 156 234 NA 534 630 NA 1133 780 NA 1087 560 NA
1617138000.0 159.2 160 260 NA 536 629 NA 1351 670 NA 1264 461 NA
1617138000.0 159.3 156 235 NA 535 637 NA 1105 826 NA 1160 744 NA
1617138000.0 159.4 155 231 NA 539 632 NA 1312 862 NA 1110 1131 NA
1617138000.0 16.0 NA 281 NA NA 589 NA NA 1865 NA NA 1262 NA
1617138000.0 17.0 NA 276 NA NA 575 NA NA 1874 NA NA 1488 NA
1617138000.0 18.0 NA 188 NA NA 573 NA NA 1785 NA NA 1525 NA
1617138000.0 19.0 NA 197 NA NA 577 NA NA 1881 NA NA 1651 NA
1617138000.0 2.0 178 267 NA 588 570 NA 2788 700 NA 1696 377 NA
1617138000.0 20.0 NA 266 NA NA 573 NA NA 1849 NA NA 1529 NA
1617138000.0 200.0 NA 257 NA NA 647 NA NA 1188 NA NA 1154 NA
1617138000.0 202.0 NA 257 NA NA 648 NA NA 1444 NA NA 1838 NA
1617138000.0 203.0 NA 263 NA NA 648 NA NA 1251 NA NA 1164 NA
1617138000.0 204.0 175 249 NA 590 639 NA 2429 1158 NA 1538 740 NA
1617138000.0 205.0 NA 248 NA NA 654 NA NA 1248 NA NA 1218 NA
1617138000.0 21.0 NA 188 NA NA 573 NA NA 1875 NA NA 1343 NA
1617138000.0 22.0 NA 280 NA NA 574 NA NA 1850 NA NA 1645 NA
1617138000.0 23.0 NA 216 NA NA 613 NA NA 2227 NA NA 1342 NA
1617138000.0 23234.0 NA 411 NA NA 885 NA NA 2901 NA NA 1416 NA
1617138000.0 23234.103 NA 426 NA NA 897 NA NA 4128 NA NA 2658 NA
1617138000.0 23234.21 NA 414 NA NA 884 NA NA 3038 NA NA 2326 NA
1617138000.0 23234.9 NA 414 NA NA 894 NA NA 2820 NA NA 1407 NA
1617138000.0 23434.21 NA 966 NA NA 1858 NA NA 14529 NA NA 7898 NA
1617138000.0 23434.99 NA 998 1151 NA 1896 2108 NA 11379 9239 NA 8235 4071
1617138000.0 23434.9921 NA 993 1158 NA 1901 2121 NA 11630 9419 NA 7869 4115
1617138000.0 23434.999 NA 520 688 NA 1089 1257 NA 5689 4912 NA 5003 2943
1617138000.0 23461.97 1050 NA NA 1983 NA NA 11858 NA NA 4579 NA NA
1617138000.0 24.0 NA 213 NA NA 623 NA NA 2462 NA NA 1380 NA
1617138000.0 25.0 NA 216 NA NA 609 NA NA 2549 NA NA 1537 NA
1617138000.0 250199.0 487 NA NA 922 NA NA 3663 NA NA 1609 NA NA
1617138000.0 250199.17 464 NA NA 904 NA NA 3843 NA NA 1659 NA NA
1617138000.0 250199.18 488 NA NA 1000 NA NA 5113 NA NA 2225 NA NA
1617138000.0 250200.0 NA 423 NA NA 952 NA NA 13727 NA NA 10979 NA
1617138000.0 250200.1 175 399 NA 555 875 NA 2034 3076 NA 1604 1325 NA
1617138000.0 250200.117 158 483 NA 543 952 NA 2130 5811 NA 1637 2044 NA
1617138000.0 250200.118 164 612 NA 541 1046 NA 1929 5996 NA 984 2019 NA
1617138000.0 250200.17 NA 504 NA NA 1043 NA NA 15791 NA NA 9954 NA
1617138000.0 250200.18 NA 551 NA NA 1203 NA NA 20105 NA NA 13205 NA
1617138000.0 250200.182 159 540 NA 542 1175 NA 2258 6334 NA 1455 2737 NA
1617138000.0 250202.0 NA 440 NA NA 967 NA NA 13432 NA NA 8809 NA
1617138000.0 250202.1 NA 409 408 NA 897 952 NA 3557 12718 NA 2130 6904
1617138000.0 250202.118 162 525 NA 549 1046 NA 3383 6235 NA 1515 2510 NA
1617138000.0 250202.17 NA 502 NA NA 1023 NA NA 17092 NA NA 11046 NA
1617138000.0 250202.171 NA 420 493 NA 915 1042 NA 4630 16567 NA 3006 7037
1617138000.0 250202.172 NA 512 NA NA 1045 NA NA 17046 NA NA 11426 NA
1617138000.0 250202.18 NA 551 NA NA 1233 NA NA 20999 NA NA 11850 NA
1617138000.0 250202.181 NA 481 553 NA 977 1272 NA 5147 20697 NA 3437 8266
1617138000.0 250202.182 163 524 NA 549 1141 NA 3453 6096 NA 2508 2889 NA
1617138000.0 250202.183 163 539 NA 548 1176 NA 3460 6226 NA 1577 2122 NA
1617138000.0 250202.2 NA 427 NA NA 933 NA NA 18424 NA NA 11767 NA
1617138000.0 250202.3 NA 414 412 NA 911 912 NA 3640 17876 NA 2552 7588
1617138000.0 250202.4 NA 432 NA NA 914 NA NA 18647 NA NA 9704 NA
1617138000.0 250202.5 NA 408 414 NA 900 922 NA 3639 17314 NA 2783 7434
1617138000.0 250203.0 NA 416 NA NA 964 NA NA 13807 NA NA 8821 NA
1617138000.0 250203.17 NA 499 NA NA 1033 NA NA 15802 NA NA 9674 NA
1617138000.0 250203.18 NA 549 NA NA 1201 NA NA 19497 NA NA 11143 NA
1617138000.0 250204.0 NA 418 NA NA 927 NA NA 14248 NA NA 9664 NA
1617138000.0 250204.17 NA 496 NA NA 1043 NA NA 16481 NA NA 10928 NA
1617138000.0 250204.18 NA 549 NA NA 1211 NA NA 20272 NA NA 12615 NA
1617138000.0 250205.0 NA 444 NA NA 937 NA NA 13723 NA NA 10111 NA
1617138000.0 250205.17 NA 492 NA NA 1031 NA NA 16112 NA NA 10721 NA
1617138000.0 250205.18 NA 545 NA NA 1055 NA NA 19780 NA NA 11049 NA
1617138000.0 250206.0 NA 420 NA NA 915 NA NA 14189 NA NA 10751 NA
1617138000.0 250206.118 166 499 NA 546 986 NA 1477 5387 NA 873 2197 NA
1617138000.0 250206.17 NA 487 NA NA 1006 NA NA 16806 NA NA 11373 NA
1617138000.0 250206.18 NA 544 NA NA 1214 NA NA 20256 NA NA 13164 NA
1617138000.0 250206.181 NA 457 546 NA 964 1198 NA 5150 19550 NA 3407 8651
1617138000.0 250206.182 166 540 NA 545 995 NA 1603 5550 NA 1050 1955 NA
1617138000.0 250207.0 NA 415 NA NA 927 NA NA 13629 NA NA 9537 NA
1617138000.0 250207.17 NA 484 NA NA 1022 NA NA 15812 NA NA 9310 NA
1617138000.0 250207.18 NA 538 NA NA 1229 NA NA 19608 NA NA 12362 NA
1617138000.0 250208.17 NA 513 NA NA 1044 NA NA 17815 NA NA 11795 NA
1617138000.0 250208.18 NA 559 NA NA 1211 NA NA 21732 NA NA 11954 NA
1617138000.0 25200.0 NA 400 NA NA 937 NA NA 3480 NA NA 1725 NA
1617138000.0 25202.0 NA 405 NA NA 966 NA NA 3603 NA NA 2215 NA
1617138000.0 25202.1 NA 415 NA NA 949 NA NA 4570 NA NA 3345 NA
1617138000.0 25202.15 NA 406 NA NA 925 NA NA 3568 NA NA 2184 NA
1617138000.0 25202.2 NA 418 NA NA 977 NA NA 4349 NA NA 2946 NA
1617138000.0 25203.0 NA 391 NA NA 937 NA NA 3772 NA NA 2686 NA
1617138000.0 25204.0 NA 399 NA NA 983 NA NA 3579 NA NA 2644 NA
1617138000.0 25205.0 NA 405 NA NA 969 NA NA 3672 NA NA 2554 NA
1617138000.0 25206.0 NA 418 NA NA 949 NA NA 3778 NA NA 3757 NA
1617138000.0 25207.0 NA 386 NA NA 924 NA NA 3430 NA NA 2702 NA
1617138000.0 25208.0 NA 412 NA NA 954 NA NA 3994 NA NA 2959 NA
1617138000.0 25209.0 NA 405 NA NA 950 NA NA 3737 NA NA 2576 NA
1617138000.0 25210.0 171 340 NA 550 752 NA 2574 1803 NA 1414 1673 NA
1617138000.0 25211.0 180 390 NA 576 937 NA 4650 3594 NA 4208 2217 NA
1617138000.0 25211.17 169 431 NA 554 989 NA 5144 5034 NA 4322 2667 NA
1617138000.0 25211.18 165 517 NA 547 1032 NA 4635 5930 NA 3957 3898 NA
1617138000.0 25212.0 188 398 NA 576 937 NA 7447 3800 NA 7448 2714 NA
1617138000.0 25212.17 165 482 NA 551 997 NA 7977 4852 NA 6293 1670 NA
1617138000.0 25212.18 165 538 NA 548 1050 NA 7668 6165 NA 7998 3148 NA
1617138000.0 25213.0 182 411 NA 561 950 NA 7846 3668 NA 6829 2349 NA
1617138000.0 25213.17 168 458 NA 549 988 NA 8125 4841 NA 6666 3075 NA
1617138000.0 25213.18 164 507 NA 549 1050 NA 7960 6601 NA 8025 3921 NA
1617138000.0 25214.0 NA 407 NA NA 937 NA NA 3832 NA NA 2763 NA
1617138000.0 25215.0 185 179 392 469 571 954 189 3670 3592 1277 4410 2474
1617138000.0 25215.17 185 166 453 469 551 969 190 3601 4740 1280 3345 2571
1617138000.0 25215.18 182 166 517 469 552 1033 200 3431 6009 881 3073 4248
1617138000.0 26.0 NA 214 NA NA 605 NA NA 2186 NA NA 1220 NA
1617138000.0 27.0 NA 294 NA NA 597 NA NA 2128 NA NA 1786 NA
1617138000.0 28.0 NA 292 NA NA 614 NA NA 2411 NA NA 2027 NA
1617138000.0 280.0 176 192 NA 655 571 NA 3514 809 NA 2014 627 NA
1617138000.0 281.0 191 0 NA 670 0 NA 1971 0 NA 956 0 NA
1617138000.0 28234.0 183 431 NA 585 878 NA 9204 3254 NA 5604 1271 NA
1617138000.0 29.0 NA 229 NA NA 608 NA NA 2493 NA NA 1470 NA
1617138000.0 29834.0 181 413 NA 574 883 NA 7698 3074 NA 4791 1176 NA
1617138000.0 3.0 165 201 NA 571 577 NA 4908 637 NA 2691 386 NA
1617138000.0 30.0 NA 214 NA NA 592 NA NA 2420 NA NA 1391 NA
1617138000.0 300.0 159 254 NA 544 662 NA 1332 1066 NA 1415 1455 NA
1617138000.0 301.0 161 263 NA 544 664 NA 1237 1019 NA 1438 786 NA
1617138000.0 302.0 157 258 NA 543 655 NA 1074 1257 NA 1322 1539 NA
1617138000.0 30234.0 181 407 NA 578 872 NA 7693 2930 NA 4081 1633 NA
1617138000.0 30634.0 179 403 NA 582 884 NA 8257 2730 NA 4769 1772 NA
1617138000.0 31.0 NA 213 NA NA 595 NA NA 2188 NA NA 1067 NA
1617138000.0 310.0 158 255 NA 542 668 NA 1151 789 NA 930 1072 NA
1617138000.0 31034.0 181 402 NA 583 856 NA 7835 2947 NA 5040 2332 NA
1617138000.0 311.0 164 305 NA 540 662 NA 1008 867 NA 1487 707 NA
1617138000.0 312.0 162 256 NA 539 657 NA 991 821 NA 1373 845 NA
1617138000.0 31434.0 180 406 NA 570 884 NA 7842 2864 NA 5296 2211 NA
1617138000.0 31834.0 182 430 NA 583 882 NA 8944 3138 NA 5182 1464 NA
1617138000.0 32.0 NA 215 NA NA 609 NA NA 2239 NA NA 1433 NA
1617138000.0 32234.0 181 405 NA 569 876 NA 7947 3059 NA 4810 1114 NA
1617138000.0 32634.0 182 408 NA 572 867 NA 7860 3019 NA 5079 2430 NA
1617138000.0 33.0 NA 212 NA NA 601 NA NA 2095 NA NA 1203 NA
1617138000.0 33034.0 182 403 NA 572 885 NA 7780 2885 NA 3922 1719 NA
1617138000.0 33834.0 181 405 NA 568 882 NA 7748 3302 NA 5279 2698 NA
1617138000.0 34.0 175 270 NA 578 570 NA 2487 720 NA 1836 415 NA
1617138000.0 34234.0 181 409 NA 584 857 NA 8316 3284 NA 6536 1966 NA
1617138000.0 34634.0 NA 408 NA NA 884 NA NA 3067 NA NA 1505 NA
1617138000.0 34834.999 NA 492 666 NA 1066 1254 NA 5580 5345 NA 3251 2615
1617138000.0 35.0 NA 218 NA NA 608 NA NA 2415 NA NA 1439 NA
1617138000.0 35034.0 180 407 NA 581 892 NA 7902 3026 NA 4462 1748 NA
1617138000.0 35434.0 181 410 NA 569 882 NA 7838 3028 NA 3516 1921 NA
1617138000.0 35834.0 183 408 NA 574 874 NA 7707 3052 NA 4881 1484 NA
1617138000.0 36.0 NA 210 NA NA 601 NA NA 2357 NA NA 1548 NA
1617138000.0 36234.0 182 409 NA 578 882 NA 8527 3065 NA 6267 2591 NA
1617138000.0 36634.0 183 408 NA 577 884 NA 7836 3141 NA 4980 2518 NA
1617138000.0 37.0 NA 292 NA NA 610 NA NA 2468 NA NA 1863 NA
1617138000.0 38.0 NA 211 NA NA 605 NA NA 2298 NA NA 1845 NA
1617138000.0 39.0 NA 216 NA NA 606 NA NA 2730 NA NA 1252 NA
1617138000.0 4.17 NA 157 NA NA 486 NA NA 375 NA NA 532 NA
1617138000.0 4.23 NA 157 NA NA 518 NA NA 643 NA NA 944 NA
1617138000.0 4.24 NA 152 NA NA 518 NA NA 618 NA NA 931 NA
1617138000.0 4.25 NA 224 NA NA 518 NA NA 655 NA NA 1441 NA
1617138000.0 4.26 NA 153 NA NA 518 NA NA 630 NA NA 768 NA
1617138000.0 4.27 NA 225 NA NA 518 NA NA 654 NA NA 1310 NA
1617138000.0 4.28 NA 219 NA NA 536 NA NA 574 NA NA 1248 NA
1617138000.0 4.29 NA 130 NA NA 489 NA NA 416 NA NA 633 NA
1617138000.0 4.34 NA 231 NA NA 517 NA NA 721 NA NA 1431 NA
1617138000.0 4.36 NA 148 NA NA 517 NA NA 636 NA NA 1076 NA
1617138000.0 4.37 NA 225 NA NA 519 NA NA 648 NA NA 1353 NA
1617138000.0 4.4 NA 134 NA NA 488 NA NA 367 NA NA 782 NA
1617138000.0 4.41 NA 191 NA NA 489 NA NA 376 NA NA 724 NA
1617138000.0 4.42 NA 129 NA NA 495 NA NA 388 NA NA 723 NA
1617138000.0 4.43 NA 129 NA NA 487 NA NA 361 NA NA 524 NA
1617138000.0 4.44 NA 130 NA NA 488 NA NA 380 NA NA 894 NA
1617138000.0 4.45 NA 163 NA NA 491 NA NA 356 NA NA 542 NA
1617138000.0 4.51 NA 127 NA NA 489 NA NA 352 NA NA 610 NA
1617138000.0 4.52 NA 128 NA NA 490 NA NA 352 NA NA 631 NA
1617138000.0 4.53 NA 130 NA NA 497 NA NA 360 NA NA 719 NA
1617138000.0 4.54 NA 123 NA NA 492 NA NA 381 NA NA 490 NA
1617138000.0 4.55 NA 128 NA NA 496 NA NA 399 NA NA 663 NA
1617138000.0 4.57 NA 223 NA NA 521 NA NA 628 NA NA 1209 NA
1617138000.0 4.58 NA 223 NA NA 516 NA NA 629 NA NA 1284 NA
1617138000.0 4.61 NA 132 NA NA 494 NA NA 368 NA NA 748 NA
1617138000.0 4.62 NA 125 NA NA 494 NA NA 388 NA NA 754 NA
1617138000.0 4.63 NA 163 NA NA 494 NA NA 359 NA NA 523 NA
1617138000.0 4.64 NA 173 NA NA 495 NA NA 386 NA NA 621 NA
1617138000.0 4.65 NA 138 NA NA 495 NA NA 372 NA NA 478 NA
1617138000.0 4.67 NA 209 NA NA 521 NA NA 605 NA NA 1088 NA
1617138000.0 4.68 NA 147 NA NA 518 NA NA 614 NA NA 931 NA
1617138000.0 4.71 NA 177 NA NA 488 NA NA 366 NA NA 1159 NA
1617138000.0 4.72 NA 170 NA NA 493 NA NA 407 NA NA 767 NA
1617138000.0 4.73 NA 134 NA NA 495 NA NA 378 NA NA 879 NA
1617138000.0 4.74 NA 131 NA NA 494 NA NA 410 NA NA 475 NA
1617138000.0 4.75 NA 124 NA NA 492 NA NA 402 NA NA 822 NA
1617138000.0 4.76 NA 148 NA NA 520 NA NA 610 NA NA 935 NA
1617138000.0 4.77 NA 153 NA NA 523 NA NA 611 NA NA 892 NA
1617138000.0 4.78 NA 142 NA NA 505 NA NA 542 NA NA 796 NA
1617138000.0 4000.0 NA 227 NA NA 605 NA NA 2571 NA NA 952 NA
1617138000.0 4001.0 NA 256 NA NA 631 NA NA 1376 NA NA 1629 NA
1617138000.0 4002.0 NA 216 NA NA 598 NA NA 2290 NA NA 1693 NA
1617138000.0 4003.0 NA 215 NA NA 612 NA NA 2102 NA NA 1378 NA
1617138000.0 4006.0 158 261 NA 552 659 NA 1119 1116 NA 997 785 NA
1617138000.0 4007.0 153 0 NA 534 0 NA 1101 277 NA 1418 921 NA
1617138000.0 4008.0 155 193 NA 547 575 NA 1389 689 NA 1602 1095 NA
