Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1617487200.0 10.0 NA 123 292 0 NA NA NA NA 260 440 0 NA NA NA NA 2190 3254 510 NA NA NA NA 965 1985 566 NA NA NA
1617487200.0 1000.0 NA 313 145 0 59 NA NA NA 454 286 0 125 NA NA NA 2858 1191 393 292 NA NA NA 2067 1364 489 293 NA NA
1617487200.0 10001.0 NA 206 386 0 64 129 NA NA 343 527 0 143 253 NA NA 2443 1894 751 252 606 NA NA 1306 1902 896 328 683 NA
1617487200.0 10002.0 NA 206 386 0 65 147 NA NA 350 518 0 146 277 NA NA 2420 1940 733 249 662 NA NA 1551 1957 786 317 684 NA
1617487200.0 10003.0 NA 207 401 0 65 148 NA NA 337 547 0 147 274 NA NA 2419 1971 739 250 659 NA NA 1338 1944 795 335 689 NA
1617487200.0 10004.0 NA 207 390 0 71 133 NA NA 344 528 0 146 260 NA NA 2451 1928 735 241 614 NA NA 1252 1928 825 303 664 NA
1617487200.0 10005.0 NA 207 383 0 64 148 NA NA 341 521 0 147 270 NA NA 2456 1945 737 266 652 NA NA 1230 1988 803 411 675 NA
1617487200.0 10006.0 NA 207 382 0 77 129 NA NA 351 518 0 145 251 NA NA 2422 1886 756 242 587 NA NA 1405 1937 919 314 655 NA
1617487200.0 10007.0 NA 208 389 0 65 145 NA NA 344 520 0 143 274 NA NA 2439 1944 742 256 626 NA NA 1391 1922 802 395 668 NA
1617487200.0 10008.0 NA 205 392 0 80 147 NA NA 350 528 0 143 275 NA NA 2487 1972 729 260 668 NA NA 1221 2002 776 374 704 NA
1617487200.0 10009.0 NA 210 391 0 70 148 NA NA 347 543 0 143 275 NA NA 2474 2003 743 243 665 NA NA 1392 1918 821 302 711 NA
1617487200.0 1001.0 NA 298 108 0 NA NA NA NA 421 180 0 NA NA NA NA 2649 776 94 NA NA NA NA 3033 819 358 NA NA NA
1617487200.0 1001.2 NA 419 152 0 NA NA NA NA 556 217 0 NA NA NA NA 15515 1817 110 NA NA NA NA 5803 1974 139 NA NA NA
1617487200.0 10023.0 NA 209 384 0 64 127 NA NA 351 520 0 147 254 NA NA 2445 1916 740 248 587 NA NA 1405 1957 807 373 657 NA
1617487200.0 10024.0 NA 217 400 0 75 149 NA NA 357 543 0 148 278 NA NA 2449 2152 770 278 672 NA NA 1353 2278 1201 567 690 NA
1617487200.0 10024.2 NA 216 401 0 NA NA NA NA 355 543 0 NA NA NA NA 2483 2166 740 NA NA NA NA 1217 2357 783 NA NA NA
1617487200.0 10024.4 NA 216 398 0 NA NA NA NA 356 538 0 NA NA NA NA 2522 2115 742 NA NA NA NA 1173 2254 807 NA NA NA
1617487200.0 10025.0 NA 213 391 0 80 148 NA NA 349 524 0 148 277 NA NA 2497 2039 758 250 653 NA NA 1267 1992 834 317 690 NA
1617487200.0 10026.0 NA 219 408 0 68 149 NA NA 358 554 0 149 271 NA NA 2539 2351 768 286 681 NA NA 1220 2028 820 1666 706 NA
1617487200.0 1004.0 NA 217 88 0 NA NA NA NA 357 167 0 NA NA NA NA 997 284 85 NA NA NA NA 1223 398 222 NA NA NA
1617487200.0 10042.0 NA 214 390 0 79 149 NA NA 351 524 0 144 270 NA NA 2484 2002 764 252 664 NA NA 1315 1965 856 314 688 NA
1617487200.0 10059.0 NA 224 411 0 82 150 NA NA 357 565 0 148 275 NA NA 2591 2990 774 274 681 NA NA 1683 2191 882 388 706 NA
1617487200.0 10071.0 NA 217 410 0 74 149 NA NA 354 545 0 150 272 NA NA 2496 2177 764 262 663 NA NA 1415 1973 888 333 680 NA
1617487200.0 1020.0 NA 40 31 0 NA NA NA NA 150 102 0 NA NA NA NA 230 95 67 NA NA NA NA 337 144 96 NA NA NA
1617487200.0 10224.0 NA 407 623 0 151 NA NA NA 550 805 0 275 NA NA NA 4839 4395 776 662 NA NA NA 3361 3085 869 694 NA NA
1617487200.0 10224.15 NA 420 626 0 157 NA NA NA 558 808 0 274 NA NA NA 4868 4567 802 691 NA NA NA 2941 3656 2143 713 NA NA
1617487200.0 10225.0 NA 407 620 0 150 NA NA NA 563 793 0 280 NA NA NA 4863 4362 787 653 NA NA NA 3302 3719 1061 672 NA NA
1617487200.0 1030.0 NA 173 42 0 NA NA NA NA 292 121 0 NA NA NA NA 7781 251 63 NA NA NA NA 2757 251 96 NA NA NA
1617487200.0 1040.0 NA 378 34 0 NA NA NA NA 510 101 0 NA NA NA NA 12180 171 110 NA NA NA NA 4395 208 133 NA NA NA
1617487200.0 10424.0 NA 160 400 0 NA NA NA NA 298 532 0 NA NA NA NA 1063 2107 756 NA NA NA NA 603 2079 800 NA NA NA
1617487200.0 107.0 78 106 279 NA NA NA NA 184 201 406 NA NA NA NA 1771 473 1619 NA NA NA NA 957 365 1582 NA NA NA NA
1617487200.0 108.0 73 116 286 NA NA NA NA 182 209 420 NA NA NA NA 2025 497 1695 NA NA NA NA 1040 367 1586 NA NA NA NA
1617487200.0 10801.0 NA 197 382 0 79 155 NA NA 327 512 0 143 282 NA NA 2318 1896 740 257 659 NA NA 1638 1998 900 429 698 NA
1617487200.0 10802.0 NA 197 392 0 68 146 NA NA 334 526 0 148 275 NA NA 2325 1944 734 249 655 NA NA 1370 1934 792 311 702 NA
1617487200.0 10803.0 NA 196 401 0 79 147 NA NA 331 547 0 142 277 NA NA 2293 1992 743 251 663 NA NA 1298 1937 803 321 688 NA
1617487200.0 10804.0 NA 197 388 0 71 150 NA NA 337 524 0 147 272 NA NA 2333 1947 729 259 655 NA NA 1210 1964 777 371 690 NA
1617487200.0 10805.0 NA 197 384 0 77 148 NA NA 339 518 0 145 269 NA NA 2328 1885 737 264 654 NA NA 1638 1947 804 708 688 NA
1617487200.0 10806.0 NA 197 379 0 66 123 NA NA 330 515 0 144 253 NA NA 2318 1890 739 243 594 NA NA 1526 1946 835 321 657 NA
1617487200.0 10807.0 NA 201 386 0 74 153 NA NA 335 520 0 149 279 NA NA 2369 1972 741 247 651 NA NA 1297 1995 794 321 692 NA
1617487200.0 10808.0 NA 200 398 0 73 150 NA NA 348 534 0 144 274 NA NA 2339 1964 751 254 653 NA NA 1407 1930 899 328 687 NA
1617487200.0 10809.0 NA 198 387 0 70 148 NA NA 336 542 0 146 270 NA NA 2338 2007 739 249 666 NA NA 1196 1956 877 313 692 NA
1617487200.0 10823.0 NA 199 387 0 68 127 NA NA 336 521 0 141 257 NA NA 2311 1902 754 251 595 NA NA 1238 1968 924 320 659 NA
1617487200.0 10824.0 NA 210 396 0 74 151 NA NA 347 533 0 146 278 NA NA 2450 2202 756 271 667 NA NA 1199 2064 810 377 684 NA
1617487200.0 10824.6 NA 210 399 0 78 151 NA NA 346 538 0 143 271 NA NA 2432 2147 764 269 667 NA NA 1671 2014 849 381 692 NA
1617487200.0 10824.8 NA 211 400 0 81 165 NA NA 346 541 0 149 290 NA NA 2405 2222 761 279 669 NA NA 1190 2003 815 860 692 NA
1617487200.0 10825.0 NA 204 390 0 66 160 NA NA 346 521 0 147 290 NA NA 2348 1987 750 276 674 NA NA 1308 1936 814 1664 691 NA
1617487200.0 10826.0 NA 211 408 0 81 149 NA NA 348 557 0 145 279 NA NA 2458 2368 758 262 661 NA NA 1412 2016 810 321 727 NA
1617487200.0 10842.0 NA 204 395 0 79 147 NA NA 334 527 0 149 276 NA NA 2317 2020 754 267 652 NA NA 1388 2071 801 707 678 NA
1617487200.0 10859.0 NA 216 417 0 81 150 NA NA 352 568 0 148 276 NA NA 2492 3139 768 289 677 NA NA 1205 2267 841 1607 699 NA
1617487200.0 10871.0 NA 204 396 0 81 149 NA NA 344 540 0 148 279 NA NA 2363 2096 765 279 659 NA NA 1298 1989 861 804 703 NA
1617487200.0 109.0 75 107 287 NA NA NA NA 181 205 422 NA NA NA NA 2539 486 1707 NA NA NA NA 1194 358 1602 NA NA NA NA
1617487200.0 11.0 NA 110 289 0 60 NA NA NA 247 398 0 137 NA NA NA 1723 1890 562 202 NA NA NA 854 1681 603 267 NA NA
1617487200.0 110.0 53 99 273 NA NA NA NA 150 205 404 NA NA NA NA 501 414 1496 NA NA NA NA 614 336 1523 NA NA NA NA
1617487200.0 1102.0 NA 126 299 184 83 NA NA NA 261 447 273 168 NA NA NA 2438 4154 1884 438 NA NA NA 938 2458 1003 320 NA NA
1617487200.0 11024.0 NA 487 730 0 151 NA NA NA 650 913 0 276 NA NA NA 7336 6716 903 737 NA NA NA 3204 6192 1290 772 NA NA
1617487200.0 11024.15 NA 482 728 0 157 NA NA NA 638 906 0 277 NA NA NA 7145 6760 914 752 NA NA NA 3739 5040 1452 769 NA NA
1617487200.0 11024.2 NA 478 688 0 155 NA NA NA 635 867 0 286 NA NA NA 6985 6767 817 739 NA NA NA 3308 5264 1181 759 NA NA
1617487200.0 11024.3 NA 484 690 0 152 NA NA NA 636 873 0 276 NA NA NA 6125 5577 732 659 NA NA NA 4030 3391 1955 688 NA NA
1617487200.0 11024.6 NA 477 813 0 158 NA NA NA 632 998 0 285 NA NA NA 6010 5615 804 659 NA NA NA 3583 3812 1867 666 NA NA
1617487200.0 11025.0 NA 479 715 0 149 NA NA NA 630 893 0 271 NA NA NA 6171 5365 776 663 NA NA NA 3522 3511 865 710 NA NA
1617487200.0 111.0 71 106 281 NA NA NA NA 185 216 404 NA NA NA NA 1190 406 1546 NA NA NA NA 840 341 1553 NA NA NA NA
1617487200.0 112.0 76 107 269 NA NA NA NA 181 204 400 NA NA NA NA 1535 468 1581 NA NA NA NA 826 337 1565 NA NA NA NA
1617487200.0 11224.0 NA 171 401 0 NA NA NA NA 308 532 0 NA NA NA NA 1086 2150 758 NA NA NA NA 844 2202 806 NA NA NA
1617487200.0 11224.6 NA 172 412 0 NA NA NA NA 309 549 0 NA NA NA NA 1102 2156 750 NA NA NA NA 646 1906 793 NA NA NA
1617487200.0 113.0 75 113 281 NA NA NA NA 186 201 411 NA NA NA NA 1602 470 1588 NA NA NA NA 890 341 1567 NA NA NA NA
1617487200.0 114.0 80 105 281 NA NA NA NA 186 202 410 NA NA NA NA 1566 466 1595 NA NA NA NA 1076 340 1561 NA NA NA NA
1617487200.0 115.0 66 106 280 NA NA NA NA 173 205 403 NA NA NA NA 1807 472 1609 NA NA NA NA 994 332 1571 NA NA NA NA
1617487200.0 116.0 73 107 280 NA NA NA NA 181 206 420 NA NA NA NA 2318 487 1662 NA NA NA NA 1137 345 1602 NA NA NA NA
1617487200.0 11634.0 NA 268 456 0 102 NA NA NA 436 596 0 161 NA NA NA 2267 2609 1003 840 NA NA NA 2147 2622 1151 873 NA NA
