Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1616886000.0 1.0 61 97 178 NA NA NA NA 182 201 289 NA NA NA NA 890 397 969 NA NA NA NA 764 310 1021 NA NA NA NA
1616886000.0 10.0 NA 125 296 0 NA NA NA NA 263 445 0 NA NA NA NA 2288 3382 502 NA NA NA NA 1045 2140 541 NA NA NA
1616886000.0 1000.0 NA 309 144 0 58 NA NA NA 452 291 0 125 NA NA NA 2842 1133 398 288 NA NA NA 1816 953 662 291 NA NA
1616886000.0 10001.0 NA 206 388 0 64 139 NA NA 344 518 0 147 261 NA NA 2445 1925 757 261 626 NA NA 1257 2032 886 396 670 NA
1616886000.0 10002.0 NA 206 384 0 79 149 NA NA 339 520 0 147 274 NA NA 2428 1905 755 262 646 NA NA 1353 1980 901 436 682 NA
1616886000.0 10003.0 NA 207 388 0 71 147 NA NA 343 541 0 144 270 NA NA 2452 1997 763 263 666 NA NA 1225 1999 856 434 694 NA
1616886000.0 10004.0 NA 205 380 0 68 134 NA NA 340 514 0 144 256 NA NA 2426 1907 754 265 604 NA NA 1287 2005 855 803 669 NA
1616886000.0 10005.0 NA 206 386 0 70 147 NA NA 346 517 0 147 276 NA NA 2442 1914 758 271 660 NA NA 1218 1920 860 668 692 NA
1616886000.0 10006.0 NA 208 385 0 66 126 NA NA 346 518 0 145 256 NA NA 2449 1895 757 255 585 NA NA 1207 1919 961 367 678 NA
1616886000.0 10007.0 NA 208 383 0 65 147 NA NA 345 511 0 147 271 NA NA 2460 1971 749 265 631 NA NA 1251 2098 904 456 674 NA
1616886000.0 10008.0 NA 210 384 0 70 147 NA NA 343 520 0 146 276 NA NA 2447 1957 768 270 648 NA NA 1280 1961 904 614 671 NA
1616886000.0 10009.0 NA 208 399 0 73 148 NA NA 344 541 0 161 278 NA NA 2463 1992 768 266 654 NA NA 1459 1977 923 468 701 NA
1616886000.0 1001.0 NA 291 110 0 NA NA NA NA 419 189 0 NA NA NA NA 2687 779 95 NA NA NA NA 3475 689 211 NA NA NA
1616886000.0 1001.2 NA 418 136 0 NA NA NA NA 559 214 0 NA NA NA NA 15059 1875 110 NA NA NA NA 5544 1944 136 NA NA NA
1616886000.0 1002.0 NA 316 80 NA NA NA NA NA 472 141 NA NA NA NA NA 2929 381 NA NA NA NA NA 1959 254 NA NA NA NA
1616886000.0 10023.0 NA 207 376 0 75 128 NA NA 343 516 0 148 255 NA NA 2447 1933 802 247 584 NA NA 1270 2203 969 323 652 NA
