Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1617487200.0 124.6 226 NA NA NA NA 688 NA NA NA NA 834 NA NA NA NA 1636 NA NA NA NA
1617487200.0 1325.6 NA 165 NA NA NA NA 269 NA NA NA NA 2468 NA NA NA NA 3734 NA NA NA
1617487200.0 136.7611 NA 179 0 NA NA NA 283 0 NA NA NA 4989 126 NA NA NA 5858 308 NA NA
1617487200.0 144.6 NA 287 NA NA NA NA 428 NA NA NA NA 2474 NA NA NA NA 3395 NA NA NA
1617487200.0 20261.97 415 NA NA NA NA 654 NA NA NA NA 4676 NA NA NA NA 3310 NA NA NA NA
1617487200.0 250200.117 69 375 241 NA NA 147 634 385 NA NA 2039 1650 1882 NA NA 1565 1905 3290 NA NA
1617487200.0 250200.18 NA 558 536 0 NA NA 1145 771 0 NA NA 18842 4049 1773 NA NA 10774 5790 2395 NA
1617487200.0 250202.18 NA 557 553 0 NA NA 1134 765 0 NA NA 20346 4441 1772 NA NA 13424 5590 2321 NA
1617487200.0 250202.181 NA 405 560 543 0 NA 666 1132 823 0 NA 4754 19710 4385 1790 NA 2938 13502 4282 3090
1617487200.0 250203.18 NA 558 540 0 NA NA 1111 764 0 NA NA 19549 4010 1769 NA NA 13099 4477 2589 NA
1617487200.0 250204.18 NA 549 551 0 NA NA 1010 798 0 NA NA 19679 4612 1774 NA NA 13217 5250 2298 NA
1617487200.0 250205.18 NA 543 545 0 NA NA 1070 793 0 NA NA 19237 4103 1771 NA NA 12632 5707 2127 NA
1617487200.0 250206.18 NA 548 574 0 NA NA 1052 859 0 NA NA 20034 4398 1789 NA NA 13299 4102 2374 NA
1617487200.0 250206.181 NA 421 538 574 0 NA 626 1057 799 0 NA 4875 19447 4084 1785 NA 2881 13628 4078 2475
1617487200.0 250207.18 NA 526 531 0 NA NA 1006 762 0 NA NA 18618 3778 1764 NA NA 10620 4091 2416 NA
1617487200.0 250208.18 NA 577 564 0 NA NA 1128 804 0 NA NA 22910 5657 1786 NA NA 14214 4554 2227 NA
1617487200.0 4006.0 62 170 353 NA NA 141 600 487 NA NA 1083 815 2201 NA NA 1241 1663 3247 NA NA
1617487200.0 500200.1 79 204 228 NA NA 167 613 347 NA NA 1952 838 1814 NA NA 1313 1371 3394 NA NA
1617487200.0 528.0 19 46 0 NA NA 67 92 0 NA NA 677 162 118 NA NA 3483 676 341 NA NA
