Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1616886000.0 11.0 NA 96 467 0 57 NA NA NA NA 363 579 0 104 NA NA NA NA 1869 1708 612 229 NA NA NA NA 1411 2536 1010 373 NA NA NA
1616886000.0 110.0 59 81 422 NA NA NA NA NA 124 359 540 NA NA NA NA NA 585 452 1533 NA NA NA NA NA 1331 1044 3008 NA NA NA NA NA
1616886000.0 1102.0 NA 111 463 128 72 NA NA NA NA 363 565 222 162 NA NA NA NA 2676 4167 1721 400 NA NA NA NA 1748 3883 1953 326 NA NA NA
1616886000.0 111.0 86 86 431 NA NA NA NA NA 183 367 536 NA NA NA NA NA 1987 424 1615 NA NA NA NA NA 1577 853 3755 NA NA NA NA NA
1616886000.0 112.0 90 85 433 NA NA NA NA NA 190 360 541 NA NA NA NA NA 3195 504 1596 NA NA NA NA NA 1872 530 2216 NA NA NA NA NA
1616886000.0 11224.0 72 212 690 0 NA NA NA NA 134 481 848 0 NA NA NA NA 4274 1584 2547 1790 NA NA NA NA 2867 1804 7025 2279 NA NA NA NA
1616886000.0 113.0 88 85 434 NA NA NA NA NA 189 359 548 NA NA NA NA NA 2997 513 1598 NA NA NA NA NA 2120 1010 2301 NA NA NA NA NA
1616886000.0 114.0 83 84 434 NA NA NA NA NA 181 367 532 NA NA NA NA NA 3636 550 1668 NA NA NA NA NA 2403 714 2992 NA NA NA NA NA
1616886000.0 115.0 90 86 435 NA NA NA NA NA 187 367 541 NA NA NA NA NA 3689 540 1742 NA NA NA NA NA 2123 1636 2817 NA NA NA NA NA
1616886000.0 116.0 79 88 435 NA NA NA NA NA 177 359 541 NA NA NA NA NA 3842 542 1726 NA NA NA NA NA 2209 788 3181 NA NA NA NA NA
1616886000.0 11623.0 62 190 664 82 0 NA NA NA 110 472 837 133 0 NA NA NA 1522 1477 2424 404 1854 NA NA NA 1827 2251 6678 1388 2213 NA NA NA
1616886000.0 11624.0 70 214 695 94 0 NA NA NA 120 480 857 146 0 NA NA NA 3645 1755 2732 487 1899 NA NA NA 2427 2453 3341 766 2203 NA NA NA
1616886000.0 11625.0 73 202 678 88 0 NA NA NA 114 472 847 134 0 NA NA NA 3160 1569 2574 419 1878 NA NA NA 3350 2400 5822 1169 2312 NA NA NA
1616886000.0 11626.0 72 229 694 93 0 NA NA NA 123 471 861 146 0 NA NA NA 6265 1888 2939 493 1903 NA NA NA 3875 3087 6524 1382 2184 NA NA NA
1616886000.0 11642.0 58 188 660 94 0 NA NA NA 103 480 831 145 0 NA NA NA 1367 1379 2420 529 1952 NA NA NA 1174 2603 5609 1400 2451 NA NA NA
1616886000.0 117.0 88 87 434 NA NA NA NA NA 188 367 537 NA NA NA NA NA 4002 545 1756 NA NA NA NA NA 2082 647 3368 NA NA NA NA NA
1616886000.0 118.0 89 88 436 NA NA NA NA NA 187 359 541 NA NA NA NA NA 4552 545 1795 NA NA NA NA NA 2558 866 2499 NA NA NA NA NA
1616886000.0 119.0 84 85 432 NA NA NA NA NA 181 367 540 NA NA NA NA NA 3117 512 1625 NA NA NA NA NA 1967 606 2347 NA NA NA NA NA
1616886000.0 12.0 NA 111 457 0 NA NA NA NA NA 363 569 0 NA NA NA NA NA 2179 3347 556 NA NA NA NA NA 1305 3957 702 NA NA NA NA
1616886000.0 120.0 57 80 423 NA NA NA NA NA 137 367 535 NA NA NA NA NA 900 472 1585 NA NA NA NA NA 1266 930 3797 NA NA NA NA NA
1616886000.0 12024.0 72 217 696 0 NA NA NA NA 120 481 849 0 NA NA NA NA 4005 1803 2839 1980 NA NA NA NA 2011 2489 4043 2760 NA NA NA NA
1616886000.0 121.0 89 89 442 NA NA NA NA NA 188 367 535 NA NA NA NA NA 3941 550 1728 NA NA NA NA NA 2276 918 2425 NA NA NA NA NA
1616886000.0 122.0 57 76 412 NA NA NA NA NA 131 367 528 NA NA NA NA NA 922 335 1508 NA NA NA NA NA 913 473 2235 NA NA NA NA NA
1616886000.0 123.1 317 NA NA NA NA NA NA NA 513 NA NA NA NA NA NA NA 1136 NA NA NA NA NA NA NA 1472 NA NA NA NA NA NA NA
1616886000.0 123.2 320 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 1210 NA NA NA NA NA NA NA 1429 NA NA NA NA NA NA NA
1616886000.0 123.3 262 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 960 NA NA NA NA NA NA NA 1146 NA NA NA NA NA NA NA
1616886000.0 124.1 302 NA NA NA NA NA NA NA 500 NA NA NA NA NA NA NA 985 NA NA NA NA NA NA NA 1239 NA NA NA NA NA NA NA
1616886000.0 124.2 308 NA NA NA NA NA NA NA 502 NA NA NA NA NA NA NA 1127 NA NA NA NA NA NA NA 1298 NA NA NA NA NA NA NA
1616886000.0 124.4 304 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 983 NA NA NA NA NA NA NA 1194 NA NA NA NA NA NA NA
1616886000.0 124.5 303 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 996 NA NA NA NA NA NA NA 1265 NA NA NA NA NA NA NA
1616886000.0 124.6 263 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 971 NA NA NA NA NA NA NA 1218 NA NA NA NA NA NA NA
1616886000.0 125.0 85 86 432 NA NA NA NA NA 187 359 536 NA NA NA NA NA 3190 516 1666 NA NA NA NA NA 1944 634 4018 NA NA NA NA NA
1616886000.0 126.0 60 79 426 NA NA NA NA NA 148 367 546 NA NA NA NA NA 1674 498 1612 NA NA NA NA NA 1647 1187 3850 NA NA NA NA NA
1616886000.0 127.0 59 79 424 NA NA NA NA NA 124 359 518 NA NA NA NA NA 1340 487 1597 NA NA NA NA NA 1225 828 3007 NA NA NA NA NA
1616886000.0 128.0 57 80 423 NA NA NA NA NA 114 367 545 NA NA NA NA NA 865 489 1589 NA NA NA NA NA 1482 1143 3067 NA NA NA NA NA
1616886000.0 129.0 58 80 421 NA NA NA NA NA 122 359 542 NA NA NA NA NA 1096 477 1570 NA NA NA NA NA 1565 1579 2753 NA NA NA NA NA
1616886000.0 13.0 NA 92 439 0 NA NA NA NA NA 370 551 0 NA NA NA NA NA 469 1957 483 NA NA NA NA NA 5392 2665 619 NA NA NA NA
1616886000.0 130.0 60 81 425 NA NA NA NA NA 132 367 531 NA NA NA NA NA 905 468 1527 NA NA NA NA NA 1130 828 2940 NA NA NA NA NA
1616886000.0 1301.0 83 93 214 NA NA NA NA NA 151 369 345 NA NA NA NA NA 1554 561 1192 NA NA NA NA NA 1050 643 2337 NA NA NA NA NA
1616886000.0 1302.0 94 106 226 NA NA NA NA NA 166 377 348 NA NA NA NA NA 4454 746 1368 NA NA NA NA NA 1922 869 2379 NA NA NA NA NA
1616886000.0 1303.0 85 105 230 NA NA NA NA NA 157 376 348 NA NA NA NA NA 7002 586 1433 NA NA NA NA NA 3295 679 1899 NA NA NA NA NA
1616886000.0 1306.0 NA 93 544 0 NA NA NA NA NA 380 680 0 NA NA NA NA NA 499 1703 642 NA NA NA NA NA 1405 3536 771 NA NA NA NA
1616886000.0 1307.0 NA 92 179 44 0 NA NA NA NA 379 256 86 0 NA NA NA NA 496 607 135 225 NA NA NA NA 718 1743 241 364 NA NA NA
1616886000.0 1308.0 NA 92 175 42 0 NA NA NA NA 379 254 85 0 NA NA NA NA 472 541 135 220 NA NA NA NA 917 1027 227 310 NA NA NA
1616886000.0 1309.0 NA 107 566 0 NA NA NA NA NA 373 676 0 NA NA NA NA NA 589 1818 630 NA NA NA NA NA 959 2432 771 NA NA NA NA
1616886000.0 131.0 63 81 428 NA NA NA NA NA 149 367 532 NA NA NA NA NA 1586 500 1607 NA NA NA NA NA 1584 822 2958 NA NA NA NA NA
1616886000.0 1310.0 NA 104 561 0 NA NA NA NA NA 373 682 0 NA NA NA NA NA 583 1713 628 NA NA NA NA NA 1214 2938 763 NA NA NA NA
1616886000.0 1311.0 NA 95 484 0 57 NA NA NA NA 381 600 0 105 NA NA NA NA 528 1233 649 236 NA NA NA NA 1502 3367 1002 822 NA NA NA
1616886000.0 1312.0 NA 103 564 0 NA NA NA NA NA 373 687 0 NA NA NA NA NA 577 1785 622 NA NA NA NA NA 1140 2762 771 NA NA NA NA
1616886000.0 1313.0 NA 106 570 0 NA NA NA NA NA 381 691 0 NA NA NA NA NA 487 2064 631 NA NA NA NA NA 832 3090 804 NA NA NA NA
1616886000.0 1314.0 NA 102 560 0 NA NA NA NA NA 381 671 0 NA NA NA NA NA 526 1724 624 NA NA NA NA NA 576 3036 790 NA NA NA NA
1616886000.0 1315.0 NA 94 547 0 NA NA NA NA NA 380 661 0 NA NA NA NA NA 519 1724 640 NA NA NA NA NA 1361 3868 795 NA NA NA NA
1616886000.0 1316.0 NA 95 555 0 NA NA NA NA NA 373 679 0 NA NA NA NA NA 501 1676 601 NA NA NA NA NA 1218 3805 766 NA NA NA NA
1616886000.0 1317.0 NA 95 559 0 NA NA NA NA NA 380 665 0 NA NA NA NA NA 507 1613 602 NA NA NA NA NA 3422 2816 761 NA NA NA NA
1616886000.0 1318.0 NA 95 558 0 NA NA NA NA NA 373 672 0 NA NA NA NA NA 517 1735 657 NA NA NA NA NA 1266 3579 938 NA NA NA NA
1616886000.0 1319.0 NA 93 557 0 NA NA NA NA NA 380 673 0 NA NA NA NA NA 503 1702 630 NA NA NA NA NA 836 3165 763 NA NA NA NA
1616886000.0 132.0 86 87 436 NA NA NA NA NA 178 367 536 NA NA NA NA NA 3257 537 1733 NA NA NA NA NA 1796 576 2968 NA NA NA NA NA
1616886000.0 1320.0 NA 95 552 0 NA NA NA NA NA 380 665 0 NA NA NA NA NA 518 1747 649 NA NA NA NA NA 941 4483 989 NA NA NA NA
1616886000.0 1321.0 NA 95 555 0 NA NA NA NA NA 380 680 0 NA NA NA NA NA 535 1742 642 NA NA NA NA NA 1097 3135 771 NA NA NA NA
1616886000.0 1322.0 NA 100 551 0 NA NA NA NA NA 380 658 0 NA NA NA NA NA 536 1745 633 NA NA NA NA NA 1021 3380 768 NA NA NA NA
1616886000.0 1323.0 NA 93 542 0 NA NA NA NA NA 373 674 0 NA NA NA NA NA 503 1666 646 NA NA NA NA NA 1288 2767 827 NA NA NA NA
1616886000.0 1324.0 NA 105 563 0 NA NA NA NA NA 373 674 0 NA NA NA NA NA 543 1764 629 NA NA NA NA NA 2481 2947 809 NA NA NA NA
1616886000.0 1325.0 NA 108 571 0 67 NA NA NA NA 380 673 0 115 NA NA NA NA 609 1954 670 269 NA NA NA NA 985 4218 1276 776 NA NA NA
1616886000.0 1325.1 NA 109 222 0 NA NA NA NA NA 381 292 0 NA NA NA NA NA 591 713 279 NA NA NA NA NA 744 1748 405 NA NA NA NA
1616886000.0 1325.2 NA 106 566 0 NA NA NA NA NA 373 672 0 NA NA NA NA NA 577 1830 635 NA NA NA NA NA 719 2770 769 NA NA NA NA
1616886000.0 1325.3 NA 107 209 0 NA NA NA NA NA 373 281 0 NA NA NA NA NA 556 701 264 NA NA NA NA NA 970 2074 340 NA NA NA NA
1616886000.0 1325.4 NA 106 566 0 NA NA NA NA NA 373 677 0 NA NA NA NA NA 616 1952 660 NA NA NA NA NA 1174 3037 766 NA NA NA NA
1616886000.0 1325.5 NA 190 0 NA NA NA NA NA NA 271 0 NA NA NA NA NA NA 4713 136 NA NA NA NA NA NA 8278 1020 NA NA NA NA NA
1616886000.0 1325.51 NA 174 0 NA NA NA NA NA NA 245 0 NA NA NA NA NA NA 1519 134 NA NA NA NA NA NA 1884 204 NA NA NA NA NA
1616886000.0 1325.6 NA 162 NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA 2256 NA NA NA NA NA NA NA 3217 NA NA NA NA NA NA
1616886000.0 1325.7 NA 165 0 NA NA NA NA NA NA 237 0 NA NA NA NA NA NA 2271 113 NA NA NA NA NA NA 3477 165 NA NA NA NA NA
1616886000.0 1325.8 NA 165 0 NA NA NA NA NA NA 237 0 NA NA NA NA NA NA 2320 123 NA NA NA NA NA NA 4083 211 NA NA NA NA NA
1616886000.0 1325.9 NA 155 0 NA NA NA NA NA NA 228 0 NA NA NA NA NA NA 1768 122 NA NA NA NA NA NA 1311 199 NA NA NA NA NA
1616886000.0 1326.0 NA 102 558 0 NA NA NA NA NA 373 689 0 NA NA NA NA NA 519 1656 616 NA NA NA NA NA 835 3029 770 NA NA NA NA
1616886000.0 1327.0 NA 101 560 0 NA NA NA NA NA 380 686 0 NA NA NA NA NA 546 1671 621 NA NA NA NA NA 885 3143 748 NA NA NA NA
1616886000.0 1328.0 NA 105 563 0 NA NA NA NA NA 381 671 0 NA NA NA NA NA 551 1730 627 NA NA NA NA NA 601 2895 783 NA NA NA NA
1616886000.0 1329.0 NA 99 555 0 NA NA NA NA NA 381 675 0 NA NA NA NA NA 524 1781 661 NA NA NA NA NA 1856 3757 824 NA NA NA NA
1616886000.0 1329.1 NA 178 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 1976 99 NA NA NA NA NA NA 1992 133 NA NA NA NA NA
1616886000.0 133.0 90 90 443 NA NA NA NA NA 194 367 550 NA NA NA NA NA 5984 584 1878 NA NA NA NA NA 3531 973 3080 NA NA NA NA NA
1616886000.0 1330.0 NA 100 557 0 NA NA NA NA NA 381 667 0 NA NA NA NA NA 563 1791 666 NA NA NA NA NA 1124 3727 816 NA NA NA NA
1616886000.0 1331.0 NA 101 559 0 NA NA NA NA NA 373 681 0 NA NA NA NA NA 547 1694 614 NA NA NA NA NA 677 3590 760 NA NA NA NA
1616886000.0 1332.0 NA 107 564 0 NA NA NA NA NA 381 675 0 NA NA NA NA NA 565 1759 623 NA NA NA NA NA 1199 3058 773 NA NA NA NA
1616886000.0 1333.0 NA 103 554 0 NA NA NA NA NA 381 671 0 NA NA NA NA NA 508 1685 620 NA NA NA NA NA 1119 3354 794 NA NA NA NA
1616886000.0 1334.0 NA 107 565 0 NA NA NA NA NA 381 677 0 NA NA NA NA NA 562 1768 628 NA NA NA NA NA 3572 2882 767 NA NA NA NA
1616886000.0 1335.0 NA 101 558 0 NA NA NA NA NA 373 678 0 NA NA NA NA NA 531 1674 630 NA NA NA NA NA 4030 3119 793 NA NA NA NA
1616886000.0 1336.0 NA 107 567 0 NA NA NA NA NA 381 670 0 NA NA NA NA NA 614 2180 626 NA NA NA NA NA 4784 3729 797 NA NA NA NA
1616886000.0 1337.0 NA 108 576 0 NA NA NA NA NA 380 678 0 NA NA NA NA NA 671 2282 670 NA NA NA NA NA 1198 4405 791 NA NA NA NA
1616886000.0 1338.0 NA 107 569 0 NA NA NA NA NA 380 693 0 NA NA NA NA NA 566 1822 630 NA NA NA NA NA 933 3030 778 NA NA NA NA
1616886000.0 1339.0 NA 109 576 0 NA NA NA NA NA 380 701 0 NA NA NA NA NA 619 2134 665 NA NA NA NA NA 908 3174 815 NA NA NA NA
1616886000.0 134.0 NA 427 39 0 NA NA NA NA NA 529 76 0 NA NA NA NA NA 3326 137 83 NA NA NA NA NA 4698 571 409 NA NA NA NA
1616886000.0 134.701 NA 29 506 0 NA NA NA NA NA 85 601 0 NA NA NA NA NA 258 4727 663 NA NA NA NA NA 383 4778 826 NA NA NA NA
1616886000.0 134.702 NA 33 499 0 NA NA NA NA NA 84 598 0 NA NA NA NA NA 286 5874 651 NA NA NA NA NA 545 3972 802 NA NA NA NA
1616886000.0 134.703 NA 32 518 0 NA NA NA NA NA 84 615 0 NA NA NA NA NA 280 6174 731 NA NA NA NA NA 624 5370 1037 NA NA NA NA
1616886000.0 134.704 NA 30 502 0 NA NA NA NA NA 83 602 0 NA NA NA NA NA 299 5708 656 NA NA NA NA NA 459 4255 817 NA NA NA NA
1616886000.0 134.705 NA 33 514 0 NA NA NA NA NA 83 610 0 NA NA NA NA NA 289 6388 761 NA NA NA NA NA 872 4776 981 NA NA NA NA
1616886000.0 134.706 NA 36 517 0 NA NA NA NA NA 83 611 0 NA NA NA NA NA 257 6229 690 NA NA NA NA NA 516 4059 831 NA NA NA NA
1616886000.0 134.707 NA 33 505 0 NA NA NA NA NA 87 598 0 NA NA NA NA NA 283 5651 642 NA NA NA NA NA 672 4408 753 NA NA NA NA
1616886000.0 134.708 NA 35 502 0 NA NA NA NA NA 86 597 0 NA NA NA NA NA 330 5677 700 NA NA NA NA NA 922 5111 1100 NA NA NA NA
1616886000.0 134.709 NA 32 677 0 NA NA NA NA NA 84 789 0 NA NA NA NA NA 304 6028 693 NA NA NA NA NA 370 4871 1125 NA NA NA NA
1616886000.0 134.71 NA 33 492 0 NA NA NA NA NA 79 594 0 NA NA NA NA NA 288 4183 639 NA NA NA NA NA 1158 4514 799 NA NA NA NA
1616886000.0 134.801 NA 31 497 0 NA NA NA NA NA 83 596 0 NA NA NA NA NA 267 4578 670 NA NA NA NA NA 795 4330 825 NA NA NA NA
1616886000.0 134.802 NA 29 508 0 NA NA NA NA NA 84 613 0 NA NA NA NA NA 288 7484 733 NA NA NA NA NA 522 5524 1073 NA NA NA NA
1616886000.0 134.803 NA 31 505 0 NA NA NA NA NA 86 607 0 NA NA NA NA NA 282 6691 680 NA NA NA NA NA 591 4318 865 NA NA NA NA
1616886000.0 134.804 NA 33 512 0 NA NA NA NA NA 91 618 0 NA NA NA NA NA 279 7151 637 NA NA NA NA NA 616 5580 773 NA NA NA NA
1616886000.0 134.805 NA 41 514 0 NA NA NA NA NA 88 625 0 NA NA NA NA NA 287 7287 753 NA NA NA NA NA 813 4324 1108 NA NA NA NA
1616886000.0 134.806 NA 31 514 0 NA NA NA NA NA 89 620 0 NA NA NA NA NA 307 7901 720 NA NA NA NA NA 428 4856 843 NA NA NA NA
1616886000.0 134.807 NA 87 541 0 NA NA NA NA NA 196 679 0 NA NA NA NA NA 1535 8188 822 NA NA NA NA NA 2715 6128 1295 NA NA NA NA
1616886000.0 134.808 NA 92 539 0 NA NA NA NA NA 194 678 0 NA NA NA NA NA 1522 8371 805 NA NA NA NA NA 2175 6414 1133 NA NA NA NA
1616886000.0 134.809 NA 38 505 0 NA NA NA NA NA 84 605 0 NA NA NA NA NA 317 6996 684 NA NA NA NA NA 1101 4630 844 NA NA NA NA
1616886000.0 134.81 NA 29 506 0 NA NA NA NA NA 83 606 0 NA NA NA NA NA 298 6693 644 NA NA NA NA NA 362 4540 788 NA NA NA NA
1616886000.0 134.811 NA 30 509 0 NA NA NA NA NA 87 615 0 NA NA NA NA NA 317 7054 645 NA NA NA NA NA 342 4441 799 NA NA NA NA
