Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1617487200.0 10001.0 NA 185 656 83 0 NA 474 823 134 0 NA 1274 2078 360 1655 NA 1734 4758 725 1954
1617487200.0 10002.0 NA 190 657 83 0 NA 481 827 134 0 NA 1265 2088 371 1638 NA 1816 4701 854 1859
1617487200.0 10003.0 NA 192 661 83 0 NA 488 828 134 0 NA 1328 2117 370 1646 NA 3711 3840 1090 2002
1617487200.0 10004.0 NA 186 660 82 0 NA 478 805 134 0 NA 1278 2056 365 1635 NA 1711 4642 1097 1877
1617487200.0 10005.0 NA 187 661 83 0 NA 482 817 135 0 NA 1291 2050 365 1633 NA 1942 4594 1146 1867
1617487200.0 10006.0 NA 197 654 84 0 NA 481 818 133 0 NA 1277 2092 365 1673 NA 1858 3538 981 1925
1617487200.0 10007.0 NA 189 664 94 0 NA 481 828 146 0 NA 1292 2130 385 1660 NA 1715 5492 1512 2029
1617487200.0 10008.0 NA 193 665 94 0 NA 483 815 143 0 NA 1330 2124 375 1649 NA 3829 4639 1205 1961
1617487200.0 10009.0 NA 189 659 93 0 NA 488 825 145 0 NA 1307 2140 387 1647 NA 1955 4769 1029 1924
1617487200.0 10023.0 NA 192 654 83 0 NA 480 817 134 0 NA 1309 2126 374 1681 NA 2678 4156 960 2147
1617487200.0 10024.0 NA 221 688 100 0 NA 474 821 144 0 NA 1434 2385 394 1723 NA 2014 4028 1336 2175
1617487200.0 10024.2 NA 213 679 0 NA NA 478 836 0 NA NA 1456 2332 1646 NA NA 1936 4816 1911 NA
1617487200.0 10024.4 NA 213 677 0 NA NA 481 843 0 NA NA 1508 2351 1684 NA NA 4782 4476 1963 NA
1617487200.0 10024.6 NA 215 673 0 NA NA 478 833 0 NA NA 1521 2347 1679 NA NA 2767 3834 2026 NA
1617487200.0 10025.0 NA 204 670 83 0 NA 488 824 134 0 NA 1356 2203 370 1677 NA 1869 5471 982 1984
1617487200.0 10026.0 NA 220 683 94 0 NA 482 841 143 0 NA 1546 2499 388 1685 NA 4274 5902 1610 1977
1617487200.0 10042.0 NA 210 669 94 0 NA 482 835 145 0 NA 1377 2251 391 1714 NA 1922 3707 1692 2062
1617487200.0 10059.0 NA 218 686 94 0 NA 482 814 144 0 NA 1568 2813 395 1690 NA 2262 4924 1039 2017
1617487200.0 10071.0 NA 208 668 84 0 NA 474 831 134 0 NA 1370 2225 371 1690 NA 1807 3146 999 2009
1617487200.0 10224.0 NA 379 944 0 NA NA 579 1153 0 NA NA 3884 4667 1718 NA NA 5195 4675 2074 NA
1617487200.0 10225.0 NA 384 924 0 NA NA 554 1131 0 NA NA 3700 4232 1694 NA NA 5715 4618 1934 NA
1617487200.0 103.0 43 0 0 NA NA 90 0 0 NA NA 576 215 1227 NA NA 561 308 1786 NA NA
1617487200.0 10424.0 NA 212 673 0 NA NA 472 842 0 NA NA 1497 2348 1731 NA NA 2848 3842 2467 NA
1617487200.0 106.0 43 0 0 NA NA 90 0 0 NA NA 703 214 1242 NA NA 907 306 1830 NA NA
1617487200.0 107.0 89 87 437 NA NA 187 367 554 NA NA 3501 489 1537 NA NA 1687 499 2307 NA NA
1617487200.0 108.0 94 89 439 NA NA 192 367 542 NA NA 3905 511 1627 NA NA 2443 1019 2635 NA NA
1617487200.0 10823.0 65 191 661 83 0 123 485 797 134 0 1713 1308 2111 365 1651 2651 2383 4294 849 1963
1617487200.0 10824.0 73 214 693 95 0 134 473 845 145 0 4364 1491 2381 403 1692 2875 3508 4634 1421 2039
1617487200.0 10825.0 68 198 670 85 0 128 485 827 136 0 3401 1384 2199 365 1677 2373 1761 2958 1310 1967
1617487200.0 10826.0 75 220 691 94 0 140 471 821 144 0 5927 1496 2639 391 1683 4604 1957 5623 899 2063
1617487200.0 10842.0 62 194 662 94 0 120 470 831 144 0 1593 1181 2077 382 1664 2057 2056 3331 911 1964
1617487200.0 109.0 93 88 438 NA NA 190 360 542 NA NA 4554 512 1606 NA NA 2560 754 2123 NA NA
1617487200.0 11.0 NA 99 465 0 61 NA 371 591 0 104 NA 1722 1550 548 217 NA 1616 1878 889 908
1617487200.0 110.0 60 79 427 NA NA 124 359 538 NA NA 794 432 1439 NA NA 1193 1201 2298 NA NA
1617487200.0 111.0 82 86 434 NA NA 183 359 552 NA NA 1778 391 1457 NA NA 2357 719 2037 NA NA
