Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1616886000.0 1.0 86 83 136 NA NA NA NA NA 183 367 244 NA NA NA NA NA 1408 350 252 NA NA NA NA NA 840 310 360 NA NA NA NA NA
1616886000.0 10.0 NA 115 478 0 NA NA NA NA NA 372 571 0 NA NA NA NA NA 2244 2047 380 NA NA NA NA NA 1083 1989 456 NA NA NA NA
1616886000.0 1000.0 NA 470 150 0 49 NA NA NA NA 576 243 0 91 NA NA NA NA 2270 933 553 140 NA NA NA NA 2076 1088 670 211 NA NA NA
1616886000.0 10001.0 NA 190 653 80 0 NA NA NA NA 479 814 132 0 NA NA NA NA 522 927 177 1330 NA NA NA NA 744 1965 358 1670 NA NA NA
1616886000.0 10002.0 NA 189 652 80 0 NA NA NA NA 479 815 132 0 NA NA NA NA 543 958 185 1347 NA NA NA NA 608 1736 380 1677 NA NA NA
1616886000.0 10003.0 NA 194 649 82 0 NA NA NA NA 485 815 133 0 NA NA NA NA 559 941 186 1324 NA NA NA NA 1122 1035 277 1506 NA NA NA
1616886000.0 10004.0 NA 185 654 80 0 NA NA NA NA 476 814 131 0 NA NA NA NA 522 906 184 1321 NA NA NA NA 1099 1575 562 1505 NA NA NA
1616886000.0 10005.0 NA 191 651 80 0 NA NA NA NA 469 814 133 0 NA NA NA NA 582 1020 198 1469 NA NA NA NA 847 1450 479 1632 NA NA NA
1616886000.0 10006.0 NA 185 649 80 0 NA NA NA NA 476 814 133 0 NA NA NA NA 512 901 177 1310 NA NA NA NA 719 1573 323 1503 NA NA NA
1616886000.0 10007.0 NA 189 654 90 0 NA NA NA NA 472 811 143 0 NA NA NA NA 565 919 203 1324 NA NA NA NA 1196 1629 465 1540 NA NA NA
1616886000.0 10008.0 NA 190 654 90 0 NA NA NA NA 477 817 141 0 NA NA NA NA 554 933 203 1329 NA NA NA NA 709 1979 522 1550 NA NA NA
1616886000.0 10009.0 NA 189 654 92 0 NA NA NA NA 477 809 142 0 NA NA NA NA 554 984 206 1330 NA NA NA NA 701 1811 317 1487 NA NA NA
1616886000.0 1001.0 NA 447 375 0 0 0 0 0 NA 536 462 0 0 0 0 0 NA 1871 486 7 29 679 29 718 NA 2199 629 31 72 803 46 875
1616886000.0 1002.0 NA 463 63 NA NA NA NA NA NA 551 123 NA NA NA NA NA NA 1843 296 NA NA NA NA NA NA 1421 202 NA NA NA NA NA
1616886000.0 10023.0 NA 190 654 80 0 NA NA NA NA 488 816 131 0 NA NA NA NA 526 913 181 1325 NA NA NA NA 943 1095 310 1597 NA NA NA
1616886000.0 10024.0 NA 216 678 91 0 NA NA NA NA 469 836 145 0 NA NA NA NA 826 1344 226 1514 NA NA NA NA 1057 1882 385 1744 NA NA NA
1616886000.0 10024.1 NA 213 263 0 NA NA NA NA NA 480 367 0 NA NA NA NA NA 758 426 196 NA NA NA NA NA 911 471 224 NA NA NA NA
1616886000.0 10024.2 NA 218 671 0 NA NA NA NA NA 470 834 0 NA NA NA NA NA 782 1334 1501 NA NA NA NA NA 932 1687 1727 NA NA NA NA
1616886000.0 10024.3 NA 212 242 0 NA NA NA NA NA 479 362 0 NA NA NA NA NA 732 411 164 NA NA NA NA NA 652 527 193 NA NA NA NA
1616886000.0 10024.4 NA 213 680 0 NA NA NA NA NA 469 839 0 NA NA NA NA NA 749 1314 1525 NA NA NA NA NA 827 1662 1656 NA NA NA NA
1616886000.0 10024.5 NA 213 266 0 NA NA NA NA NA 472 366 0 NA NA NA NA NA 724 429 196 NA NA NA NA NA 705 580 229 NA NA NA NA
1616886000.0 10024.6 NA 215 665 0 NA NA NA NA NA 478 833 0 NA NA NA NA NA 702 1209 1325 NA NA NA NA NA 1125 2018 1494 NA NA NA NA
1616886000.0 10025.0 NA 202 665 87 0 NA NA NA NA 486 821 132 0 NA NA NA NA 590 1038 186 1364 NA NA NA NA 1253 1326 381 1724 NA NA NA
1616886000.0 10026.0 NA 218 678 90 0 NA NA NA NA 469 834 142 0 NA NA NA NA 767 1372 219 1370 NA NA NA NA 754 2106 609 1674 NA NA NA
1616886000.0 1003.0 NA 404 0 NA NA NA NA NA NA 501 0 NA NA NA NA NA NA 2400 396 NA NA NA NA NA NA 1634 467 NA NA NA NA NA
1616886000.0 1004.0 NA 352 357 0 0 0 0 NA NA 458 443 0 0 0 0 NA NA 582 374 8 24 677 709 NA NA 1719 726 63 56 782 854 NA
1616886000.0 10042.0 NA 202 661 91 0 NA NA NA NA 484 822 144 0 NA NA NA NA 627 1077 207 1372 NA NA NA NA 741 1925 569 1706 NA NA NA
1616886000.0 10059.0 NA 220 677 91 0 NA NA NA NA 476 838 142 0 NA NA NA NA 818 1717 209 1369 NA NA NA NA 918 1833 581 1516 NA NA NA
1616886000.0 10071.0 NA 211 669 90 0 NA NA NA NA 477 818 143 0 NA NA NA NA 700 1276 209 1365 NA NA NA NA 787 2245 535 1705 NA NA NA
1616886000.0 101.0 79 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 710 NA NA NA NA NA NA NA 765 NA NA NA NA NA NA NA
1616886000.0 1010.0 NA 24 69 0 NA NA NA NA NA 70 121 0 NA NA NA NA NA 19 76 24 NA NA NA NA NA 84 85 35 NA NA NA NA
1616886000.0 102.0 80 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 535 NA NA NA NA NA NA NA 596 NA NA NA NA NA NA NA
1616886000.0 1020.0 NA 35 NA NA NA NA NA NA NA 107 NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA 51 NA NA NA NA NA NA
1616886000.0 10224.0 NA 354 978 0 NA NA NA NA NA 535 1174 0 NA NA NA NA NA 3470 4790 1392 NA NA NA NA NA 14027 4391 1587 NA NA NA NA
1616886000.0 10225.0 NA 331 912 0 NA NA NA NA NA 536 1164 0 NA NA NA NA NA 3787 4443 1374 NA NA NA NA NA 14553 3416 1568 NA NA NA NA
1616886000.0 103.0 42 0 0 NA NA NA NA NA 89 0 0 NA NA NA NA NA 612 112 277 NA NA NA NA NA 476 85 431 NA NA NA NA NA
1616886000.0 1030.0 NA 148 33 0 NA NA NA NA NA 260 82 0 NA NA NA NA NA 1551 40 1 NA NA NA NA NA 1004 45 6 NA NA NA NA
1616886000.0 10424.0 NA 213 671 0 NA NA NA NA NA 470 834 0 NA NA NA NA NA 753 1286 1513 NA NA NA NA NA 842 1648 1751 NA NA NA NA
1616886000.0 105.0 83 81 30 NA NA NA NA NA 179 368 66 NA NA NA NA NA 1427 329 2 NA NA NA NA NA 812 270 5 NA NA NA NA NA
1616886000.0 106.0 42 0 0 NA NA NA NA NA 89 0 0 NA NA NA NA NA 637 107 275 NA NA NA NA NA 547 75 427 NA NA NA NA NA
1616886000.0 107.0 88 88 458 NA NA NA NA NA 181 368 556 NA NA NA NA NA 3555 378 511 NA NA NA NA NA 1793 326 641 NA NA NA NA NA
1616886000.0 108.0 93 90 465 NA NA NA NA NA 191 361 560 NA NA NA NA NA 3730 417 592 NA NA NA NA NA 1710 364 632 NA NA NA NA NA
1616886000.0 10823.0 62 191 657 80 0 NA NA NA 122 474 813 131 0 NA NA NA 1448 550 964 184 1339 NA NA NA 1054 776 1293 460 1511 NA NA NA
1616886000.0 10824.0 72 215 679 92 0 NA NA NA 133 480 837 143 0 NA NA NA 4347 733 1257 210 1362 NA NA NA 2228 738 1538 438 1475 NA NA NA
1616886000.0 10825.0 68 205 666 82 0 NA NA NA 127 467 821 133 0 NA NA NA 3128 661 1099 189 1352 NA NA NA 2015 643 1394 294 1495 NA NA NA
1616886000.0 10826.0 74 218 681 90 0 NA NA NA 138 474 844 143 0 NA NA NA 5697 746 1467 219 1387 NA NA NA 3023 780 1658 349 1587 NA NA NA
