Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1617656400.0 1.0 72 90 199 NA NA NA NA 219 192 552 NA NA NA NA 1222 737 1512 NA NA NA NA 1166 890 1773 NA NA NA NA
1617656400.0 101.0 88 NA NA NA NA NA NA 213 NA NA NA NA NA NA 784 NA NA NA NA NA NA 1094 NA NA NA NA NA NA
1617656400.0 102.0 89 NA NA NA NA NA NA 213 NA NA NA NA NA NA 669 NA NA NA NA NA NA 877 NA NA NA NA NA NA
1617656400.0 103.0 55 0 0 NA NA NA NA 154 0 0 NA NA NA NA 861 147 1585 NA NA NA NA 1303 432 2481 NA NA NA NA
1617656400.0 106.0 58 0 0 NA NA NA NA 154 0 0 NA NA NA NA 865 148 1697 NA NA NA NA 900 446 2575 NA NA NA NA
1617656400.0 11024.0 NA 421 713 0 172 NA NA NA 690 1038 0 344 NA NA NA 5978 5748 686 862 NA NA NA 4797 6626 876 1202 NA NA
1617656400.0 111.0 61 90 278 NA NA NA NA 186 187 618 NA NA NA NA 4548 1327 2488 NA NA NA NA 5319 1325 3981 NA NA NA NA
1617656400.0 11634.911 74 287 470 0 96 NA NA 173 503 858 0 218 NA NA 5268 3221 4229 1457 1217 NA NA 6066 3727 6739 2321 1396 NA NA
1617656400.0 11650.911 72 272 457 0 95 NA NA 170 491 824 0 208 NA NA 3756 3157 4372 1441 1237 NA NA 4613 3758 9068 1845 1357 NA NA
1617656400.0 11834.0 NA 612 925 0 173 NA NA NA 941 1340 0 348 NA NA NA 7691 10127 995 944 NA NA NA 9419 10877 1823 1180 NA NA
1617656400.0 11834.13 NA 575 1023 0 179 NA NA NA 1010 1496 0 348 NA NA NA 8349 11911 992 979 NA NA NA 8386 13107 1727 1215 NA NA
1617656400.0 11834.24 NA 869 1648 0 180 NA NA NA 1690 3102 0 347 NA NA NA 21652 94343 915 959 NA NA NA 16090 56411 1237 1187 NA NA
1617656400.0 11834.99 NA 470 616 690 0 179 NA NA 774 1097 1006 0 348 NA NA 5827 5630 8530 1000 1015 NA NA 4942 7125 8728 1841 1284 NA
1617656400.0 11846.0 NA 577 947 0 181 NA NA NA 989 1436 0 348 NA NA NA 7754 10571 982 928 NA NA NA 9440 12223 1601 1141 NA NA
1617656400.0 11925.0 NA 584 940 0 176 NA NA NA 966 1290 0 345 NA NA NA 7670 9382 972 990 NA NA NA 9247 10103 1699 1330 NA NA
1617656400.0 120.0 63 90 277 NA NA NA NA 181 191 596 NA NA NA NA 708 635 2091 NA NA NA NA 915 625 2507 NA NA NA NA
