Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1617487200.0 136.743 NA 71 540 0 NA NA 132 663 0 NA NA 777 10464 705 NA NA 928 5396 1017 NA
1617487200.0 136.744 NA 77 564 0 NA NA 133 751 0 NA NA 583 11628 710 NA NA 681 6670 1019 NA
1617487200.0 136.745 NA 72 533 0 NA NA 136 651 0 NA NA 646 8504 704 NA NA 969 4623 1242 NA
1617487200.0 136.746 NA 72 539 0 NA NA 138 662 0 NA NA 847 10974 715 NA NA 907 6657 945 NA
1617487200.0 136.747 NA 72 546 0 NA NA 137 668 0 NA NA 796 10355 721 NA NA 1241 5704 1019 NA
1617487200.0 136.748 NA 71 540 0 NA NA 131 658 0 NA NA 669 10564 718 NA NA 955 5574 1107 NA
1617487200.0 136.749 NA 76 542 0 NA NA 132 667 0 NA NA 760 11697 711 NA NA 906 6553 983 NA
1617487200.0 136.75 NA 76 565 0 NA NA 133 725 0 NA NA 689 13628 712 NA NA 867 7049 906 NA
1617487200.0 136.751 NA 76 570 0 NA NA 138 763 0 NA NA 648 13612 718 NA NA 834 7151 1321 NA
1617487200.0 136.752 NA 72 541 0 NA NA 136 666 0 NA NA 615 11390 716 NA NA 882 6771 920 NA
1617487200.0 136.753 NA 71 545 0 NA NA 134 671 0 NA NA 712 11222 719 NA NA 1042 6301 998 NA
1617487200.0 136.754 NA 77 556 0 NA NA 136 671 0 NA NA 677 9287 731 NA NA 973 5137 1023 NA
1617487200.0 136.756 NA 72 535 0 NA NA 132 648 0 NA NA 641 7811 710 NA NA 1054 6012 926 NA
1617487200.0 136.757 NA 72 541 0 NA NA 140 668 0 NA NA 710 10466 729 NA NA 1112 5565 1113 NA
1617487200.0 136.758 NA 75 546 0 NA NA 135 694 0 NA NA 706 12783 713 NA NA 850 7007 915 NA
1617487200.0 136.7611 NA 197 0 NA NA NA 303 0 NA NA NA 4770 125 NA NA NA 5331 1039 NA NA
1617487200.0 136.763 NA 75 548 0 NA NA 135 692 0 NA NA 747 15642 718 NA NA 867 7936 1110 NA
1617487200.0 136.764 NA 75 549 0 NA NA 128 695 0 NA NA 574 15363 715 NA NA 818 7937 1051 NA
1617487200.0 136.765 NA 77 550 0 NA NA 132 693 0 NA NA 728 12979 710 NA NA 684 7268 931 NA
1617487200.0 136.767 NA 70 538 0 NA NA 134 672 0 NA NA 716 11424 714 NA NA 1166 6118 972 NA
1617487200.0 136.768 NA 75 547 0 NA NA 137 691 0 NA NA 836 14320 726 NA NA 907 7710 929 NA
1617487200.0 136.769 NA 73 545 0 NA NA 136 660 0 NA NA 859 9840 708 NA NA 1120 5354 1184 NA
1617487200.0 136.77 NA 71 549 0 NA NA 134 695 0 NA NA 722 10701 701 NA NA 1302 5345 900 NA
1617487200.0 136.771 NA 73 542 0 NA NA 138 652 0 NA NA 864 9792 711 NA NA 1378 5476 1422 NA
1617487200.0 136.772 NA 77 560 0 NA NA 135 710 0 NA NA 772 12106 701 NA NA 876 6737 888 NA
1617487200.0 136.7721 NA 189 0 NA NA NA 275 0 NA NA NA 4479 120 NA NA NA 5910 260 NA NA
1617487200.0 136.773 NA 72 569 0 NA NA 135 742 0 NA NA 735 10712 715 NA NA 1008 5832 1064 NA
1617487200.0 136.774 NA 73 540 0 NA NA 137 663 0 NA NA 751 10616 702 NA NA 937 5758 1087 NA
1617487200.0 136.775 NA 72 536 0 NA NA 128 654 0 NA NA 657 9826 712 NA NA 1121 5301 985 NA
1617487200.0 136.776 NA 72 538 0 NA NA 130 659 0 NA NA 764 9360 706 NA NA 1356 6289 885 NA
1617487200.0 136.777 NA 73 565 0 NA NA 133 739 0 NA NA 674 11076 703 NA NA 1117 6352 1347 NA
1617487200.0 136.778 NA 75 530 0 NA NA 135 636 0 NA NA 663 7116 704 NA NA 900 5275 961 NA
1617487200.0 136.779 NA 72 545 0 NA NA 135 655 0 NA NA 844 10054 697 NA NA 922 6621 847 NA
1617487200.0 136.791 NA 199 542 0 NA NA 319 651 0 NA NA 1675 2892 1065 NA NA 2196 3960 1349 NA
1617487200.0 136.803 NA 201 537 0 NA NA 318 664 0 NA NA 1743 2837 1096 NA NA 2570 3294 1351 NA
1617487200.0 1361.17 68 202 675 0 NA 131 477 809 0 NA 3755 1441 2325 1731 NA 5469 2032 3690 2102 NA
1617487200.0 1362.17 68 198 666 0 NA 128 469 825 0 NA 3770 1408 2220 1746 NA 9182 3069 4900 2090 NA
1617487200.0 1363.17 72 204 671 0 NA 132 469 837 0 NA 4861 1448 2344 1749 NA 9560 2170 6871 2125 NA
1617487200.0 13992501.0 NA 252 809 0 NA NA 409 1003 0 NA NA 2370 3339 587 NA NA 2330 4401 884 NA
1617487200.0 144.6 NA 407 NA NA NA NA 493 NA NA NA NA 2415 NA NA NA NA 2897 NA NA NA
1617487200.0 149.0 57 98 601 0 NA 110 378 736 0 NA 811 366 1639 925 NA 1718 1113 3786 1637 NA
1617487200.0 24.0 NA 112 458 0 NA NA 363 577 0 NA NA 2252 3265 486 NA NA 1701 4213 658 NA
1617487200.0 250199.17 273 NA NA NA NA 442 NA NA NA NA 3389 NA NA NA NA 1891 NA NA NA NA
1617487200.0 250200.1 86 244 254 NA NA 160 460 374 NA NA 2944 1455 1723 NA NA 1455 2172 1910 NA NA
1617487200.0 250200.117 68 385 270 NA NA 129 574 381 NA NA 3225 2507 1785 NA NA 1653 3246 3033 NA NA
1617487200.0 250200.17 NA 448 773 0 NA NA 786 929 0 NA NA 17897 3755 1773 NA NA 18252 4115 2419 NA
1617487200.0 250202.17 NA 454 792 0 NA NA 814 970 0 NA NA 19426 4211 1784 NA NA 18909 5280 2555 NA
1617487200.0 250203.17 NA 429 767 0 NA NA 779 944 0 NA NA 15310 3802 1765 NA NA 18492 7144 2168 NA
1617487200.0 250204.17 NA 442 771 0 NA NA 803 964 0 NA NA 17091 3846 1754 NA NA 18518 4096 2100 NA
1617487200.0 250205.17 NA 423 760 0 NA NA 770 951 0 NA NA 17873 3674 1743 NA NA 18616 7136 2113 NA
1617487200.0 250206.17 NA 440 790 0 NA NA 777 968 0 NA NA 18441 4094 1766 NA NA 18823 3567 2127 NA
1617487200.0 250207.17 NA 409 754 0 NA NA 768 910 0 NA NA 16902 3415 1735 NA NA 17875 4768 2063 NA
1617487200.0 250208.17 NA 475 817 0 NA NA 873 992 0 NA NA 22800 5767 1783 NA NA 20046 7255 2129 NA
1617487200.0 25200.0 NA 248 811 0 NA NA 395 991 0 NA NA 2224 3094 584 NA NA 2634 4735 971 NA
1617487200.0 25203.0 NA 266 792 0 NA NA 397 1012 0 NA NA 2375 3434 587 NA NA 2119 5041 826 NA
1617487200.0 25205.0 NA 247 795 0 NA NA 391 1001 0 NA NA 2417 3438 577 NA NA 2249 4881 776 NA
1617487200.0 25206.0 NA 242 767 0 NA NA 409 1000 0 NA NA 2216 3224 580 NA NA 2439 4462 727 NA
1617487200.0 25207.0 NA 237 771 0 NA NA 399 988 0 NA NA 2140 3028 585 NA NA 1946 4657 1514 NA
1617487200.0 25209.0 NA 246 803 0 NA NA 413 998 0 NA NA 2228 3535 584 NA NA 2320 5075 851 NA
1617487200.0 25211.17 72 368 762 0 NA 136 568 934 0 NA 4064 3609 3802 1788 NA 7351 4001 4170 2606 NA
1617487200.0 25212.17 71 376 764 0 NA 131 579 952 0 NA 4495 3857 3885 1763 NA 8379 4949 7184 2136 NA
1617487200.0 25213.17 72 396 779 0 NA 131 589 975 0 NA 4837 3906 4113 1747 NA 8490 5204 6647 2141 NA
1617487200.0 25400.0 476 0 141 NA NA 665 0 213 NA NA 2962 244 624 NA NA 3264 925 1097 NA NA
1617487200.0 25402.0 489 0 144 NA NA 687 0 218 NA NA 3565 251 656 NA NA 3036 591 1167 NA NA
1617487200.0 25402.17 577 0 144 NA NA 767 0 220 NA NA 6200 283 706 NA NA 4787 514 1170 NA NA
1617487200.0 25403.17 566 0 141 NA NA 783 0 217 NA NA 5373 274 667 NA NA 3014 564 1012 NA NA
1617487200.0 25405.17 557 0 141 NA NA 885 0 221 NA NA 5129 270 636 NA NA 3418 429 887 NA NA
1617487200.0 25407.17 507 0 143 NA NA 697 0 219 NA NA 4848 268 628 NA NA 3612 592 1016 NA NA
1617487200.0 25408.0 496 0 145 NA NA 696 0 222 NA NA 4308 244 733 NA NA 3376 387 1019 NA NA
1617487200.0 25408.17 576 0 150 NA NA 774 0 223 NA NA 6564 279 791 NA NA 3692 543 1552 NA NA
1617487200.0 25409.17 576 0 142 NA NA 783 0 219 NA NA 5632 269 670 NA NA 3370 374 856 NA NA
1617487200.0 3.0 86 87 206 NA NA 182 366 325 NA NA 5986 448 1019 NA NA 2928 747 1250 NA NA
1617487200.0 32.0 NA 109 453 0 NA NA 363 567 0 NA NA 2152 2652 463 NA NA 1865 4247 646 NA
1617487200.0 35.0 NA 114 455 0 NA NA 363 564 0 NA NA 2128 2704 475 NA NA 1903 3388 1011 NA
1617487200.0 38.0 NA 111 461 0 NA NA 363 570 0 NA NA 2180 3261 472 NA NA 2037 3264 818 NA
1617487200.0 4.17 NA 29 414 0 153 NA 75 508 0 254 NA 253 2670 492 1207 NA 534 4005 1106 1261
1617487200.0 4.23 NA 63 416 0 NA NA 112 517 0 NA NA 353 2554 646 NA NA 781 3621 782 NA
1617487200.0 4.26 NA 54 418 0 NA NA 98 506 0 NA NA 327 3023 605 NA NA 1010 3168 874 NA
1617487200.0 4.28 NA 60 404 0 NA NA 113 496 0 NA NA 277 2346 1684 NA NA 869 4206 2137 NA
1617487200.0 4.29 NA 32 418 0 161 NA 78 508 0 262 NA 264 2887 522 1295 NA 622 3367 1041 2074
1617487200.0 4000.0 NA 111 465 NA NA NA 365 579 NA NA NA 2570 4012 NA NA NA 1899 3236 NA NA
1617487200.0 4001.0 NA 153 524 NA NA NA 381 655 NA NA NA 830 2095 NA NA NA 1278 4317 NA NA
1617487200.0 4002.0 NA 112 453 NA NA NA 363 554 NA NA NA 2099 2560 NA NA NA 2130 2929 NA NA
1617487200.0 4003.0 NA 112 454 NA NA NA 364 565 NA NA NA 2125 2779 NA NA NA 1995 2825 NA NA
1617487200.0 4006.0 61 144 501 NA NA 140 372 620 NA NA 1087 837 2031 NA NA 897 1599 3040 NA NA
1617487200.0 4007.0 62 105 456 NA NA 136 379 566 NA NA 1575 396 1473 NA NA 1902 899 3247 NA NA
1617487200.0 4008.0 43 0 0 NA NA 90 0 0 NA NA 804 232 1320 NA NA 1270 561 2413 NA NA
1617487200.0 44.0 NA 107 452 0 NA NA 371 570 0 NA NA 2021 2743 468 NA NA 1610 3263 802 NA
1617487200.0 45.0 NA 111 453 0 NA NA 363 577 0 NA NA 2000 2797 470 NA NA 1970 4108 607 NA
1617487200.0 500200.1 85 166 245 NA NA 159 385 364 NA NA 2752 835 1651 NA NA 1338 1017 2235 NA NA
1617487200.0 513.0 0 NA NA NA NA 0 NA NA NA NA 996 NA NA NA NA 1334 NA NA NA NA
1617487200.0 516.0 0 NA NA NA NA 0 NA NA NA NA 1016 NA NA NA NA 1713 NA NA NA NA
1617487200.0 517.0 16 36 0 NA NA 56 85 0 NA NA 1446 165 106 NA NA 4377 279 177 NA NA
1617487200.0 519.0 0 NA NA NA NA 0 NA NA NA NA 1011 NA NA NA NA 1340 NA NA NA NA
1617487200.0 521.0 0 NA NA NA NA 0 NA NA NA NA 982 NA NA NA NA 1859 NA NA NA NA
1617487200.0 522.0 0 NA NA NA NA 0 NA NA NA NA 6158 NA NA NA NA 14081 NA NA NA NA
1617487200.0 525.0 0 NA NA NA NA 0 NA NA NA NA 992 NA NA NA NA 1830 NA NA NA NA
1617487200.0 527.0 16 43 0 NA NA 56 85 0 NA NA 1454 169 110 NA NA 4568 329 372 NA NA
1617487200.0 528.0 0 NA NA NA NA 0 NA NA NA NA 1023 NA NA NA NA 1787 NA NA NA NA
1617487200.0 534.0 39 0 NA NA NA 92 0 NA NA NA 186 119 NA NA NA 590 485 NA NA NA
1617487200.0 552.0 16 43 0 NA NA 56 85 0 NA NA 1458 177 109 NA NA 4129 927 265 NA NA
1617487200.0 554.0 16 39 0 NA NA 56 85 0 NA NA 2301 182 111 NA NA 4752 1083 439 NA NA
