Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1617487200.0 126.0 46 148 167 NA NA 81 200 218 NA NA 673 368 400 NA NA 695 409 438 NA NA
1617487200.0 13.0 NA 159 173 0 NA NA 213 227 0 NA NA 2670 3927 704 NA NA 2732 3984 730 NA
1617487200.0 1301.0 58 140 119 NA NA 94 189 173 NA NA 670 329 313 NA NA 755 442 400 NA NA
1617487200.0 1302.0 61 144 126 NA NA 99 190 178 NA NA 3570 407 464 NA NA 5143 504 543 NA NA
1617487200.0 1303.0 63 150 125 NA NA 102 193 177 NA NA 10259 596 707 NA NA 11857 681 860 NA NA
1617487200.0 1307.0 52 0 0 0 0 82 0 0 0 0 381 266 188 68 284 430 370 271 89 317
1617487200.0 131.0 48 148 167 NA NA 82 200 218 NA NA 758 366 402 NA NA 781 409 436 NA NA
1617487200.0 1311.0 NA 149 186 0 47 NA 209 235 0 74 NA 375 470 691 38 NA 484 540 722 58
1617487200.0 132.0 51 153 172 NA NA 88 205 223 NA NA 2201 409 494 NA NA 2239 463 533 NA NA
1617487200.0 1325.0 NA 158 181 0 57 NA 215 232 0 80 NA 460 559 626 120 NA 562 628 650 146
1617487200.0 1332.0 59 155 176 0 NA 97 206 229 0 NA 2075 395 464 609 NA 3668 627 571 633 NA
1617487200.0 1334.0 60 157 178 0 NA 96 205 229 0 NA 2622 429 498 653 NA 2711 544 606 692 NA
1617487200.0 134.0 NA 168 28 0 NA NA 220 58 0 NA NA 1889 32 32 NA NA 1981 53 51 NA
1617487200.0 1340.0 53 0 0 0 NA 86 0 0 0 NA 429 270 240 568 NA 505 359 336 603 NA
1617487200.0 1343.0 60 157 177 0 NA 98 208 230 0 NA 2447 429 559 616 NA 4040 591 649 668 NA
1617487200.0 1344.0 62 157 179 0 NA 104 206 228 0 NA 6090 452 534 655 NA 7647 629 624 671 NA
1617487200.0 1348.0 58 153 180 0 NA 95 205 228 0 NA 1185 381 454 614 NA 1270 500 564 637 NA
1617487200.0 1351.0 55 0 0 0 NA 88 0 0 0 NA 406 272 240 567 NA 484 374 335 589 NA
1617487200.0 1353.0 63 154 179 0 NA 108 207 229 0 NA 8155 450 533 668 NA 9705 543 624 683 NA
1617487200.0 1354.0 62 156 179 0 NA 103 208 229 0 NA 4443 446 527 662 NA 4534 564 609 688 NA
1617487200.0 1355.0 61 164 181 0 NA 99 210 232 0 NA 4149 490 615 665 NA 4250 563 701 697 NA
1617487200.0 14.0 NA 156 171 0 NA NA 211 222 0 NA NA 1386 1953 653 NA NA 1808 2001 674 NA
1617487200.0 144.6 NA 160 NA NA NA NA 206 NA NA NA NA 1318 NA NA NA NA 1592 NA NA NA
1617487200.0 15.0 NA 150 166 0 NA NA 206 218 0 NA NA 1009 1261 602 NA NA 1068 1328 623 NA
1617487200.0 16.0 NA 152 169 0 NA NA 210 220 0 NA NA 1314 1539 615 NA NA 1382 1584 642 NA
1617487200.0 17.0 NA 150 170 0 NA NA 206 218 0 NA NA 1097 1363 599 NA NA 1166 1413 634 NA
1617487200.0 18.0 NA 150 166 0 NA NA 206 217 0 NA NA 986 1193 596 NA NA 1048 1242 633 NA
1617487200.0 19.0 NA 149 167 0 NA NA 206 218 0 NA NA 1030 1271 598 NA NA 1083 1330 620 NA
1617487200.0 2.0 53 144 116 NA NA 91 185 169 NA NA 2875 396 430 NA NA 2915 455 499 NA NA
1617487200.0 20.0 NA 149 170 0 NA NA 209 218 0 NA NA 1069 1415 617 NA NA 1150 1474 637 NA
1617487200.0 204.0 52 126 NA NA NA 90 187 NA NA NA 2449 261 NA NA NA 2478 302 NA NA NA
1617487200.0 21.0 NA 154 168 0 NA NA 210 218 0 NA NA 1194 1559 635 NA NA 1255 1605 659 NA
1617487200.0 22.0 NA 150 169 0 NA NA 207 219 0 NA NA 1288 1832 635 NA NA 1356 1873 669 NA
1617487200.0 23.0 NA 156 171 0 NA NA 211 221 0 NA NA 1313 1861 649 NA NA 1744 1918 671 NA
1617487200.0 25.0 NA 155 177 0 57 NA 212 226 0 90 NA 2128 3051 711 219 NA 2201 3148 738 244
1617487200.0 25203.0 59 132 NA NA NA 97 194 NA NA NA 2121 262 NA NA NA 2225 349 NA NA NA
1617487200.0 25204.0 58 133 NA NA NA 96 194 NA NA NA 2420 252 NA NA NA 2485 335 NA NA NA
1617487200.0 26.0 NA 152 172 0 NA NA 211 222 0 NA NA 1347 1702 643 NA NA 1408 1748 677 NA
1617487200.0 27.0 NA 152 171 0 NA NA 209 222 0 NA NA 1330 1652 648 NA NA 1389 1704 678 NA
1617487200.0 28.0 NA 156 174 0 NA NA 211 224 0 NA NA 1540 2188 631 NA NA 2088 2255 663 NA
1617487200.0 280.0 58 153 174 0 NA 160 205 223 0 NA 2633 394 469 612 NA 2785 453 501 644 NA
1617487200.0 29.0 NA 156 170 0 49 NA 212 222 0 79 NA 1341 1834 637 71 NA 1874 1915 657 94
1617487200.0 3.0 56 143 116 NA NA 95 188 170 NA NA 8826 562 643 NA NA 9111 620 679 NA NA
1617487200.0 30.0 NA 156 171 0 NA NA 211 223 0 NA NA 1476 1904 656 NA NA 1832 1955 678 NA
1617487200.0 31.0 NA 152 171 0 NA NA 211 222 0 NA NA 1290 1594 636 NA NA 1359 1652 670 NA
1617487200.0 32.0 NA 156 171 0 NA NA 213 223 0 NA NA 1444 1837 634 NA NA 1973 1904 666 NA
1617487200.0 33.0 NA 151 170 0 NA NA 209 221 0 NA NA 1247 1642 634 NA NA 1310 1698 663 NA
1617487200.0 34.0 53 153 171 0 NA 90 205 221 0 NA 2448 408 494 613 NA 2626 469 543 636 NA
1617487200.0 35.0 NA 157 171 0 NA NA 210 223 0 NA NA 1521 2003 655 NA NA 1880 2112 695 NA
1617487200.0 36.0 NA 157 173 0 NA NA 213 226 0 NA NA 2913 3324 700 NA NA 2979 3370 721 NA
1617487200.0 39.0 NA 158 176 0 NA NA 214 230 0 NA NA 2367 3552 703 NA NA 2458 3597 729 NA
1617487200.0 4.23 NA 165 0 NA NA NA 215 0 NA NA NA 1588 355 NA NA NA 1722 379 NA NA
1617487200.0 4.24 NA 161 0 NA NA NA 208 0 NA NA NA 1715 335 NA NA NA 1878 360 NA NA
1617487200.0 4.25 NA 161 0 NA NA NA 206 0 NA NA NA 1641 328 NA NA NA 1807 358 NA NA
1617487200.0 4.26 NA 161 0 NA NA NA 206 0 NA NA NA 2032 335 NA NA NA 2237 378 NA NA
1617487200.0 4.27 NA 160 0 NA NA NA 206 0 NA NA NA 2078 290 NA NA NA 2230 321 NA NA
1617487200.0 4.28 NA 169 0 NA NA NA 222 0 NA NA NA 1088 468 NA NA NA 1253 512 NA NA
1617487200.0 4.34 NA 177 0 NA NA NA 225 0 NA NA NA 2114 511 NA NA NA 2496 561 NA NA
1617487200.0 4.35 NA 163 0 NA NA NA 210 0 NA NA NA 2844 326 NA NA NA 3079 382 NA NA
1617487200.0 4.36 NA 163 0 NA NA NA 206 0 NA NA NA 2146 309 NA NA NA 2443 348 NA NA
1617487200.0 4.41 NA 103 181 0 NA NA 149 238 0 NA NA 961 4603 439 NA NA 1016 4685 466 NA
1617487200.0 4.42 NA 114 190 0 NA NA 151 238 0 NA NA 1029 5495 454 NA NA 1213 5606 481 NA
1617487200.0 4.43 NA 114 178 0 NA NA 147 239 0 NA NA 615 3090 415 NA NA 995 3201 468 NA
1617487200.0 4.45 NA 106 186 0 NA NA 151 238 0 NA NA 1126 5702 453 NA NA 1417 5809 487 NA
1617487200.0 4.51 NA 101 186 0 NA NA 150 239 0 NA NA 731 5179 452 NA NA 825 5262 476 NA
1617487200.0 4.52 NA 106 189 0 NA NA 151 238 0 NA NA 1319 6577 456 NA NA 1563 6703 507 NA
1617487200.0 4.53 NA 106 185 0 NA NA 152 238 0 NA NA 1324 5867 445 NA NA 1569 5991 482 NA
1617487200.0 4.54 NA 104 189 0 NA NA 149 242 0 NA NA 1195 6053 450 NA NA 1596 6232 476 NA
1617487200.0 4.55 NA 103 186 0 NA NA 153 238 0 NA NA 1666 6766 452 NA NA 1739 6889 472 NA
1617487200.0 4.58 NA 170 0 NA NA NA 233 0 NA NA NA 3350 333 NA NA NA 3677 389 NA NA
1617487200.0 4.6 NA 160 0 NA NA NA 206 0 NA NA NA 1313 189 NA NA NA 1690 263 NA NA
1617487200.0 4.61 NA 104 190 0 NA NA 150 243 0 NA NA 803 6036 450 NA NA 1178 6278 490 NA
1617487200.0 4.62 NA 101 185 0 NA NA 151 238 0 NA NA 1213 5999 446 NA NA 1276 6064 481 NA
1617487200.0 4.63 NA 111 187 0 NA NA 151 238 0 NA NA 1429 6633 440 NA NA 1636 6780 470 NA
1617487200.0 4.64 NA 103 187 0 NA NA 152 238 0 NA NA 1287 6439 441 NA NA 1613 6700 483 NA
1617487200.0 4.65 NA 105 201 0 NA NA 154 256 0 NA NA 1900 8604 450 NA NA 2243 8692 469 NA
1617487200.0 4.71 NA 100 181 0 67 NA 147 238 0 112 NA 556 4442 427 384 NA 747 4530 457 441
1617487200.0 4.72 NA 103 184 0 67 NA 148 238 0 108 NA 1043 5391 438 431 NA 1483 5547 468 457
1617487200.0 4.73 NA 105 188 0 68 NA 152 244 0 112 NA 1322 6269 436 490 NA 1604 6741 478 531
1617487200.0 4.74 NA 106 186 0 66 NA 150 238 0 108 NA 1052 5413 430 444 NA 1360 5559 464 483
1617487200.0 4.75 NA 104 185 0 67 NA 151 238 0 109 NA 1361 5840 427 467 NA 1441 5906 469 499
1617487200.0 4.76 NA 173 0 NA NA NA 230 0 NA NA NA 5831 347 NA NA NA 6278 375 NA NA
1617487200.0 4002.0 NA 153 170 NA NA NA 212 222 NA NA NA 1374 1841 NA NA NA 1428 1905 NA NA
1617487200.0 4003.0 NA 153 172 NA NA NA 211 223 NA NA NA 1498 1905 NA NA NA 1564 1963 NA NA
1617487200.0 45.0 NA 158 172 0 NA NA 212 223 0 NA NA 1516 2010 651 NA NA 1875 2077 684 NA
1617487200.0 5.1 215 0 NA NA NA 276 0 NA NA NA 682 82 NA NA NA 731 98 NA NA NA
1617487200.0 5.4 212 0 NA NA NA 272 0 NA NA NA 593 74 NA NA NA 647 98 NA NA NA
1617487200.0 5.6 213 0 NA NA NA 274 0 NA NA NA 662 81 NA NA NA 708 101 NA NA NA
1617487200.0 50000.0 NA 102 189 NA NA NA 150 243 NA NA NA 833 6042 NA NA NA 966 6743 NA NA
1617487200.0 50203.0 59 134 NA NA NA 97 194 NA NA NA 2118 253 NA NA NA 2189 367 NA NA NA
1617487200.0 50204.0 58 132 NA NA NA 96 194 NA NA NA 2408 255 NA NA NA 2503 492 NA NA NA
1617487200.0 6.0 NA 152 167 0 NA NA 207 217 0 NA NA 956 1145 599 NA NA 1012 1192 628 NA
1617487200.0 7.0 46 0 0 0 0 74 0 0 0 0 339 274 156 69 280 359 323 188 116 300
1617487200.0 8.0 NA 142 102 36 0 NA 191 148 64 0 NA 717 707 70 292 NA 770 741 92 316
