Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1616886000.0 1.0 50 141 114 NA NA 87 182 164 NA NA 1006 335 333 NA NA 1047 390 365 NA NA
1616886000.0 10.0 NA 160 176 0 NA NA 213 224 0 NA NA 1579 2209 666 NA NA 1736 2266 701 NA
1616886000.0 1000.0 NA 172 87 0 34 NA 232 132 0 64 NA 1912 326 301 97 NA 2100 372 334 122
1616886000.0 1001.0 NA 165 32 0 NA NA 214 62 0 NA NA 1597 34 32 NA NA 1678 53 52 NA
1616886000.0 1002.0 NA 167 53 NA NA NA 218 82 NA NA NA 1688 138 NA NA NA 1761 153 NA NA
1616886000.0 101.0 87 NA NA NA NA 123 NA NA NA NA 578 NA NA NA NA 608 NA NA NA NA
1616886000.0 102.0 88 NA NA NA NA 123 NA NA NA NA 489 NA NA NA NA 516 NA NA NA NA
1616886000.0 103.0 46 0 0 NA NA 78 0 0 NA NA 358 285 217 NA NA 375 333 247 NA NA
1616886000.0 105.0 50 149 37 NA NA 87 200 63 NA NA 1013 374 29 NA NA 1047 433 47 NA NA
1616886000.0 106.0 46 0 0 NA NA 78 0 0 NA NA 357 280 215 NA NA 376 326 248 NA NA
1616886000.0 107.0 50 151 170 NA NA 88 202 221 NA NA 1709 394 470 NA NA 1750 455 507 NA NA
1616886000.0 108.0 50 153 171 NA NA 87 202 221 NA NA 1832 400 467 NA NA 1856 461 508 NA NA
1616886000.0 109.0 51 152 171 NA NA 88 204 222 NA NA 2148 417 503 NA NA 2196 466 546 NA NA
1616886000.0 11.0 NA 150 179 0 46 NA 206 228 0 74 NA 1038 1376 722 45 NA 1097 1438 744 63
