Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1617487200.0 1.0 53 69 127 NA NA NA NA NA 97 146 183 NA NA NA NA NA 1340 245 730 NA NA NA NA NA 1377 282 765 NA NA NA NA NA
1617487200.0 10.0 NA 79 195 0 NA NA NA NA NA 147 258 0 NA NA NA NA NA 1576 1445 354 NA NA NA NA NA 1602 1493 376 NA NA NA NA
1617487200.0 1000.0 NA 217 127 0 46 NA NA NA NA 287 181 0 78 NA NA NA NA 2109 419 358 105 NA NA NA NA 2210 451 380 117 NA NA NA
1617487200.0 1001.0 NA 190 177 0 0 0 0 0 NA 249 218 0 0 0 0 0 NA 1297 273 5 37 566 25 486 NA 1363 290 9 42 592 35 498
1617487200.0 1002.0 NA 210 59 NA NA NA NA NA NA 279 99 NA NA NA NA NA NA 1722 122 NA NA NA NA NA NA 1776 136 NA NA NA NA NA
1617487200.0 10021.0 NA 87 127 0 NA NA NA NA NA 176 179 0 NA NA NA NA NA 446 466 165 NA NA NA NA NA 537 577 190 NA NA NA NA
1617487200.0 10023.0 NA 86 130 0 NA NA NA NA NA 176 181 0 NA NA NA NA NA 392 332 171 NA NA NA NA NA 492 422 190 NA NA NA NA
1617487200.0 10024.0 NA 92 132 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 452 445 192 NA NA NA NA NA 542 542 221 NA NA NA NA
1617487200.0 10025.0 NA 87 129 0 NA NA NA NA NA 176 180 0 NA NA NA NA NA 411 350 178 NA NA NA NA NA 495 457 202 NA NA NA NA
1617487200.0 10026.0 NA 91 133 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 464 517 190 NA NA NA NA NA 570 603 212 NA NA NA NA
1617487200.0 1003.0 NA 178 0 NA NA NA NA NA NA 246 0 NA NA NA NA NA NA 2035 243 NA NA NA NA NA NA 2103 270 NA NA NA NA NA
1617487200.0 1004.0 NA 176 140 0 0 0 0 NA NA 237 179 0 0 0 0 NA NA 361 151 5 35 524 526 NA NA 389 164 15 45 539 535 NA
1617487200.0 101.0 80 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 735 NA NA NA NA NA NA NA 777 NA NA NA NA NA NA NA
1617487200.0 102.0 82 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 539 NA NA NA NA NA NA NA 554 NA NA NA NA NA NA NA
1617487200.0 10224.0 NA 125 201 0 NA NA NA NA NA 193 273 0 NA NA NA NA NA 1934 1727 213 NA NA NA NA NA 2627 2395 278 NA NA NA NA
1617487200.0 10225.0 NA 125 202 0 NA NA NA NA NA 191 278 0 NA NA NA NA NA 1980 1595 208 NA NA NA NA NA 2970 2184 254 NA NA NA NA
1617487200.0 106.0 37 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 258 56 100 NA NA NA NA NA 277 66 113 NA NA NA NA NA
1617487200.0 107.0 53 82 190 NA NA NA NA NA 97 149 254 NA NA NA NA NA 2515 272 337 NA NA NA NA NA 2545 296 370 NA NA NA NA NA
1617487200.0 108.0 54 77 191 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3462 281 393 NA NA NA NA NA 3497 320 439 NA NA NA NA NA
1617487200.0 109.0 55 89 192 NA NA NA NA NA 100 149 254 NA NA NA NA NA 3754 294 439 NA NA NA NA NA 3806 316 467 NA NA NA NA NA
1617487200.0 11.0 NA 77 204 0 52 NA NA NA NA 146 265 0 90 NA NA NA NA 1245 611 371 27 NA NA NA NA 1270 655 397 38 NA NA NA
1617487200.0 110.0 44 79 187 NA NA NA NA NA 83 148 254 NA NA NA NA NA 373 243 265 NA NA NA NA NA 389 272 299 NA NA NA NA NA
1617487200.0 1102.0 NA 80 197 111 73 NA NA NA NA 146 261 171 112 NA NA NA NA 1653 1880 1623 125 NA NA NA NA 1714 1967 1647 131 NA NA NA
1617487200.0 111.0 52 77 187 NA NA NA NA NA 96 148 254 NA NA NA NA NA 1626 210 310 NA NA NA NA NA 1665 231 364 NA NA NA NA NA
1617487200.0 112.0 53 79 189 NA NA NA NA NA 98 149 254 NA NA NA NA NA 2486 279 331 NA NA NA NA NA 2529 306 374 NA NA NA NA NA
1617487200.0 113.0 54 83 189 NA NA NA NA NA 98 149 254 NA NA NA NA NA 2530 275 327 NA NA NA NA NA 2561 293 357 NA NA NA NA NA
1617487200.0 114.0 53 83 187 NA NA NA NA NA 98 149 254 NA NA NA NA NA 2366 274 331 NA NA NA NA NA 2397 295 367 NA NA NA NA NA
1617487200.0 115.0 54 77 189 NA NA NA NA NA 99 149 254 NA NA NA NA NA 3190 280 348 NA NA NA NA NA 3229 299 376 NA NA NA NA NA
1617487200.0 116.0 55 77 193 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2868 280 369 NA NA NA NA NA 2899 298 411 NA NA NA NA NA
1617487200.0 117.0 54 78 190 NA NA NA NA NA 99 149 254 NA NA NA NA NA 4020 291 404 NA NA NA NA NA 4387 317 433 NA NA NA NA NA
1617487200.0 118.0 54 75 189 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2848 282 401 NA NA NA NA NA 2896 306 433 NA NA NA NA NA
1617487200.0 119.0 58 85 190 NA NA NA NA NA 97 149 254 NA NA NA NA NA 2356 272 329 NA NA NA NA NA 2378 299 363 NA NA NA NA NA
