Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1616886000.0 102.0 82 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 556 NA NA NA NA NA NA NA 568 NA NA NA NA NA NA NA
1616886000.0 10224.0 NA 124 201 0 NA NA NA NA NA 189 273 0 NA NA NA NA NA 2168 1837 229 NA NA NA NA NA 2837 2358 252 NA NA NA NA
1616886000.0 10225.0 NA 125 203 0 NA NA NA NA NA 191 279 0 NA NA NA NA NA 2019 1555 217 NA NA NA NA NA 2781 2356 276 NA NA NA NA
1616886000.0 103.0 48 75 189 NA NA NA NA NA 92 148 254 NA NA NA NA NA 471 151 247 NA NA NA NA NA 501 169 272 NA NA NA NA NA
1616886000.0 105.0 52 73 20 NA NA NA NA NA 97 149 53 NA NA NA NA NA 1336 252 2 NA NA NA NA NA 1438 272 6 NA NA NA NA NA
1616886000.0 106.0 37 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 289 69 120 NA NA NA NA NA 299 81 143 NA NA NA NA NA
1616886000.0 107.0 53 80 190 NA NA NA NA NA 97 149 254 NA NA NA NA NA 2510 266 331 NA NA NA NA NA 2537 290 366 NA NA NA NA NA
1616886000.0 108.0 54 76 193 NA NA NA NA NA 100 149 254 NA NA NA NA NA 3391 279 381 NA NA NA NA NA 3432 305 417 NA NA NA NA NA
1616886000.0 109.0 55 79 189 NA NA NA NA NA 100 149 254 NA NA NA NA NA 3737 282 403 NA NA NA NA NA 3766 308 446 NA NA NA NA NA
1616886000.0 11.0 NA 76 201 0 51 NA NA NA NA 146 264 0 90 NA NA NA NA 1238 598 357 26 NA NA NA NA 1267 640 382 50 NA NA NA
1616886000.0 110.0 44 75 186 NA NA NA NA NA 83 148 254 NA NA NA NA NA 373 247 265 NA NA NA NA NA 386 287 293 NA NA NA NA NA
1616886000.0 1102.0 NA 81 202 110 65 NA NA NA NA 146 262 171 112 NA NA NA NA 1637 1926 1814 120 NA NA NA NA 1744 2222 1894 136 NA NA NA
1616886000.0 111.0 52 78 189 NA NA NA NA NA 96 148 254 NA NA NA NA NA 1577 205 295 NA NA NA NA NA 1608 225 327 NA NA NA NA NA
1616886000.0 112.0 53 78 189 NA NA NA NA NA 98 149 254 NA NA NA NA NA 2463 270 323 NA NA NA NA NA 2488 299 375 NA NA NA NA NA
1616886000.0 113.0 54 78 189 NA NA NA NA NA 98 149 254 NA NA NA NA NA 2476 267 319 NA NA NA NA NA 2502 288 353 NA NA NA NA NA
1616886000.0 114.0 53 84 188 NA NA NA NA NA 98 149 254 NA NA NA NA NA 2272 269 327 NA NA NA NA NA 2300 289 368 NA NA NA NA NA
1616886000.0 115.0 54 78 189 NA NA NA NA NA 99 149 254 NA NA NA NA NA 3049 275 343 NA NA NA NA NA 3079 300 381 NA NA NA NA NA
1616886000.0 116.0 55 84 191 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2794 273 359 NA NA NA NA NA 2826 294 390 NA NA NA NA NA
1616886000.0 117.0 54 77 189 NA NA NA NA NA 99 148 254 NA NA NA NA NA 3725 285 393 NA NA NA NA NA 3767 307 440 NA NA NA NA NA
1616886000.0 118.0 54 75 189 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2818 275 382 NA NA NA NA NA 2850 302 438 NA NA NA NA NA
1616886000.0 119.0 52 85 190 NA NA NA NA NA 97 149 254 NA NA NA NA NA 2298 266 324 NA NA NA NA NA 2320 283 365 NA NA NA NA NA
1616886000.0 12.0 NA 78 194 0 NA NA NA NA NA 146 256 0 NA NA NA NA NA 1413 1437 366 NA NA NA NA NA 1441 1488 397 NA NA NA NA
1616886000.0 120.0 44 72 185 NA NA NA NA NA 87 148 253 NA NA NA NA NA 331 240 258 NA NA NA NA NA 344 270 290 NA NA NA NA NA
1616886000.0 121.0 55 77 192 NA NA NA NA NA 100 148 255 NA NA NA NA NA 3838 290 415 NA NA NA NA NA 3888 314 464 NA NA NA NA NA
1616886000.0 122.0 51 75 187 NA NA NA NA NA 96 148 254 NA NA NA NA NA 918 179 261 NA NA NA NA NA 1086 213 299 NA NA NA NA NA
1616886000.0 123.1 169 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 431 NA NA NA NA NA NA NA 482 NA NA NA NA NA NA NA
1616886000.0 123.2 170 NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA 500 NA NA NA NA NA NA NA 542 NA NA NA NA NA NA NA
1616886000.0 123.3 163 NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA 277 NA NA NA NA NA NA NA 290 NA NA NA NA NA NA NA
1616886000.0 124.1 168 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 284 NA NA NA NA NA NA NA 297 NA NA NA NA NA NA NA
1616886000.0 124.2 170 NA NA NA NA NA NA NA 236 NA NA NA NA NA NA NA 388 NA NA NA NA NA NA NA 423 NA NA NA NA NA NA NA
1616886000.0 124.4 169 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 259 NA NA NA NA NA NA NA 269 NA NA NA NA NA NA NA
1616886000.0 124.5 165 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 273 NA NA NA NA NA NA NA 286 NA NA NA NA NA NA NA
1616886000.0 124.6 162 NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA 262 NA NA NA NA NA NA NA 270 NA NA NA NA NA NA NA
1616886000.0 125.0 54 76 187 NA NA NA NA NA 100 149 254 NA NA NA NA NA 3272 275 332 NA NA NA NA NA 3321 306 373 NA NA NA NA NA
1616886000.0 126.0 45 72 186 NA NA NA NA NA 83 148 253 NA NA NA NA NA 666 243 282 NA NA NA NA NA 759 273 316 NA NA NA NA NA
1616886000.0 127.0 44 73 186 NA NA NA NA NA 88 148 254 NA NA NA NA NA 758 243 271 NA NA NA NA NA 884 274 315 NA NA NA NA NA
1616886000.0 128.0 43 73 184 NA NA NA NA NA 82 148 254 NA NA NA NA NA 311 245 260 NA NA NA NA NA 352 266 290 NA NA NA NA NA
1616886000.0 129.0 43 72 186 NA NA NA NA NA 83 148 254 NA NA NA NA NA 323 239 260 NA NA NA NA NA 361 261 286 NA NA NA NA NA
1616886000.0 13.0 NA 72 186 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 194 528 306 NA NA NA NA NA 238 578 335 NA NA NA NA
1616886000.0 130.0 45 75 186 NA NA NA NA NA 88 148 254 NA NA NA NA NA 380 247 266 NA NA NA NA NA 394 287 293 NA NA NA NA NA
1616886000.0 1301.0 58 142 167 NA NA NA NA NA 103 198 229 NA NA NA NA NA 1009 335 1081 NA NA NA NA NA 1075 418 1153 NA NA NA NA NA
1616886000.0 1302.0 63 143 171 NA NA NA NA NA 109 198 238 NA NA NA NA NA 4982 495 1225 NA NA NA NA NA 5091 550 1311 NA NA NA NA NA
1616886000.0 1303.0 64 155 182 NA NA NA NA NA 109 198 236 NA NA NA NA NA 6542 602 1736 NA NA NA NA NA 6680 692 1880 NA NA NA NA NA
1616886000.0 1306.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1307.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1308.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1309.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 131.0 46 75 185 NA NA NA NA NA 89 148 253 NA NA NA NA NA 784 251 282 NA NA NA NA NA 811 275 326 NA NA NA NA NA
1616886000.0 1310.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1311.0 NA 149 226 0 59 NA NA NA NA 215 291 0 100 NA NA NA NA 355 733 1228 62 NA NA NA NA 463 801 1263 108 NA NA NA
1616886000.0 1312.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1313.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1314.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1315.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1316.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1317.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1318.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1319.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 132.0 51 78 188 NA NA NA NA NA 95 148 254 NA NA NA NA NA 1887 261 320 NA NA NA NA NA 1946 280 363 NA NA NA NA NA
1616886000.0 1320.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1321.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1322.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1323.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1324.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1325.0 NA 163 250 0 67 NA NA NA NA 224 316 0 109 NA NA NA NA 461 1051 1244 99 NA NA NA NA 530 1164 1297 153 NA NA NA
1616886000.0 1326.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1327.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1328.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1329.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 133.0 55 89 193 NA NA NA NA NA 100 149 254 NA NA NA NA NA 4171 283 438 NA NA NA NA NA 4239 305 479 NA NA NA NA NA
1616886000.0 1330.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1331.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1332.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1333.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1334.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1335.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1336.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1337.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1338.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1339.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 134.0 NA 215 31 0 NA NA NA NA NA 281 70 0 NA NA NA NA NA 1846 5 6 NA NA NA NA NA 1909 13 13 NA NA NA NA
1616886000.0 134.701 NA 34 233 0 NA NA NA NA NA 80 306 0 NA NA NA NA NA 114 3142 352 NA NA NA NA NA 127 3233 368 NA NA NA NA
1616886000.0 134.702 NA 33 227 0 NA NA NA NA NA 78 298 0 NA NA NA NA NA 130 4287 357 NA NA NA NA NA 157 4695 464 NA NA NA NA
1616886000.0 134.703 NA 34 234 0 NA NA NA NA NA 82 309 0 NA NA NA NA NA 146 4795 448 NA NA NA NA NA 161 4938 472 NA NA NA NA
1616886000.0 134.704 NA 33 228 0 NA NA NA NA NA 78 302 0 NA NA NA NA NA 131 4153 335 NA NA NA NA NA 150 4841 365 NA NA NA NA
1616886000.0 134.705 NA 35 237 0 NA NA NA NA NA 82 310 0 NA NA NA NA NA 152 4970 447 NA NA NA NA NA 174 5115 467 NA NA NA NA
1616886000.0 134.706 NA 36 234 0 NA NA NA NA NA 81 311 0 NA NA NA NA NA 154 5216 425 NA NA NA NA NA 167 5378 451 NA NA NA NA
1616886000.0 134.707 NA 45 228 0 NA NA NA NA NA 81 300 0 NA NA NA NA NA 125 4208 342 NA NA NA NA NA 193 5589 411 NA NA NA NA
1616886000.0 134.708 NA 36 229 0 NA NA NA NA NA 79 298 0 NA NA NA NA NA 127 3953 359 NA NA NA NA NA 197 4383 387 NA NA NA NA
1616886000.0 134.709 NA 38 235 0 NA NA NA NA NA 81 317 0 NA NA NA NA NA 126 4175 357 NA NA NA NA NA 156 4559 480 NA NA NA NA
1616886000.0 134.71 NA 33 224 0 NA NA NA NA NA 74 298 0 NA NA NA NA NA 108 2690 331 NA NA NA NA NA 130 2820 352 NA NA NA NA
1616886000.0 134.801 NA 36 226 0 NA NA NA NA NA 79 303 0 NA NA NA NA NA 119 2971 329 NA NA NA NA NA 131 3091 355 NA NA NA NA
1616886000.0 134.802 NA 39 229 0 NA NA NA NA NA 82 304 0 NA NA NA NA NA 182 6010 403 NA NA NA NA NA 210 6188 429 NA NA NA NA
1616886000.0 134.803 NA 36 232 0 NA NA NA NA NA 82 308 0 NA NA NA NA NA 181 5437 401 NA NA NA NA NA 201 5568 432 NA NA NA NA
1616886000.0 134.804 NA 42 238 0 NA NA NA NA NA 81 310 0 NA NA NA NA NA 182 5989 405 NA NA NA NA NA 207 6149 450 NA NA NA NA
1616886000.0 134.805 NA 34 234 0 NA NA NA NA NA 83 315 0 NA NA NA NA NA 182 5986 398 NA NA NA NA NA 202 6134 422 NA NA NA NA
1616886000.0 134.806 NA 34 238 0 NA NA NA NA NA 80 315 0 NA NA NA NA NA 191 6559 402 NA NA NA NA NA 212 6732 438 NA NA NA NA
1616886000.0 134.807 NA 81 248 0 NA NA NA NA NA 141 329 0 NA NA NA NA NA 593 5978 471 NA NA NA NA NA 635 6122 509 NA NA NA NA
1616886000.0 134.808 NA 76 248 0 NA NA NA NA NA 141 328 0 NA NA NA NA NA 601 6266 422 NA NA NA NA NA 640 6421 448 NA NA NA NA
1616886000.0 134.809 NA 42 231 0 NA NA NA NA NA 79 311 0 NA NA NA NA NA 178 5560 389 NA NA NA NA NA 193 5732 418 NA NA NA NA
1616886000.0 134.81 NA 42 229 0 NA NA NA NA NA 78 311 0 NA NA NA NA NA 178 5746 337 NA NA NA NA NA 197 5918 346 NA NA NA NA
1616886000.0 134.811 NA 44 234 0 NA NA NA NA NA 80 312 0 NA NA NA NA NA 183 5969 398 NA NA NA NA NA 208 6127 430 NA NA NA NA
1616886000.0 134.812 NA 30 223 0 NA NA NA NA NA 78 297 0 NA NA NA NA NA 124 2950 328 NA NA NA NA NA 138 3057 353 NA NA NA NA
1616886000.0 134.813 NA 114 53 0 NA NA NA NA NA 194 95 0 NA NA NA NA NA 510 62 119 NA NA NA NA NA 573 73 143 NA NA NA NA
1616886000.0 134.901 NA 38 226 0 NA NA NA NA NA 79 298 0 NA NA NA NA NA 124 2955 366 NA NA NA NA NA 136 3063 411 NA NA NA NA
1616886000.0 134.902 NA 43 225 0 NA NA NA NA NA 83 297 0 NA NA NA NA NA 141 4049 344 NA NA NA NA NA 222 5442 406 NA NA NA NA
1616886000.0 134.903 NA 36 224 0 NA NA NA NA NA 83 297 0 NA NA NA NA NA 139 3567 337 NA NA NA NA NA 151 3667 369 NA NA NA NA
1616886000.0 134.904 NA 38 229 0 NA NA NA NA NA 81 300 0 NA NA NA NA NA 164 4817 429 NA NA NA NA NA 180 4931 486 NA NA NA NA
1616886000.0 134.905 NA 34 227 0 NA NA NA NA NA 81 302 0 NA NA NA NA NA 142 3582 363 NA NA NA NA NA 173 3920 385 NA NA NA NA
1616886000.0 134.906 NA 33 227 0 NA NA NA NA NA 81 301 0 NA NA NA NA NA 147 4204 358 NA NA NA NA NA 176 4638 393 NA NA NA NA
1616886000.0 134.907 NA 81 243 0 NA NA NA NA NA 142 315 0 NA NA NA NA NA 414 3913 358 NA NA NA NA NA 453 4288 403 NA NA NA NA
1616886000.0 134.908 NA 77 246 0 NA NA NA NA NA 143 313 0 NA NA NA NA NA 432 3941 372 NA NA NA NA NA 471 4370 411 NA NA NA NA
1616886000.0 134.909 NA 34 225 0 NA NA NA NA NA 82 297 0 NA NA NA NA NA 141 3788 363 NA NA NA NA NA 173 4142 415 NA NA NA NA
1616886000.0 134.91 NA 33 225 0 NA NA NA NA NA 81 290 0 NA NA NA NA NA 137 3400 336 NA NA NA NA NA 152 3505 375 NA NA NA NA
1616886000.0 134.911 NA 36 226 0 NA NA NA NA NA 81 300 0 NA NA NA NA NA 145 3519 356 NA NA NA NA NA 162 3637 379 NA NA NA NA
1616886000.0 134.912 NA 34 220 0 NA NA NA NA NA 78 288 0 NA NA NA NA NA 124 2739 329 NA NA NA NA NA 136 2844 356 NA NA NA NA
1616886000.0 134.99601 NA 36 231 0 NA NA NA NA NA 81 307 0 NA NA NA NA NA 191 6486 401 NA NA NA NA NA 220 6631 421 NA NA NA NA
1616886000.0 134.99602 NA 33 224 0 NA NA NA NA NA 81 298 0 NA NA NA NA NA 140 3396 341 NA NA NA NA NA 153 3508 368 NA NA NA NA
1616886000.0 134.99603 NA 37 230 0 NA NA NA NA NA 81 302 0 NA NA NA NA NA 180 5409 414 NA NA NA NA NA 201 5549 445 NA NA NA NA
1616886000.0 134.99901 NA 33 227 0 NA NA NA NA NA 81 305 0 NA NA NA NA NA 142 3427 361 NA NA NA NA NA 170 3556 389 NA NA NA NA
1616886000.0 1340.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1341.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1343.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1344.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1345.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1347.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1348.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 135.1 223 0 107 NA NA NA NA NA 302 0 153 NA NA NA NA NA 627 198 382 NA NA NA NA NA 767 250 548 NA NA NA NA NA
1616886000.0 135.11 224 0 108 NA NA NA NA NA 307 0 159 NA NA NA NA NA 866 216 509 NA NA NA NA NA 947 232 588 NA NA NA NA NA
1616886000.0 135.12 217 0 107 NA NA NA NA NA 297 0 158 NA NA NA NA NA 537 184 369 NA NA NA NA NA 648 216 472 NA NA NA NA NA
1616886000.0 135.2 211 0 106 NA NA NA NA NA 279 0 153 NA NA NA NA NA 386 160 344 NA NA NA NA NA 494 188 394 NA NA NA NA NA
1616886000.0 135.3 213 0 106 NA NA NA NA NA 279 0 152 NA NA NA NA NA 392 160 346 NA NA NA NA NA 504 182 399 NA NA NA NA NA
1616886000.0 135.4 221 0 107 NA NA NA NA NA 299 0 157 NA NA NA NA NA 613 203 466 NA NA NA NA NA 694 227 535 NA NA NA NA NA
1616886000.0 135.5 218 0 107 NA NA NA NA NA 296 0 154 NA NA NA NA NA 491 184 366 NA NA NA NA NA 587 203 449 NA NA NA NA NA
1616886000.0 135.6 219 0 106 NA NA NA NA NA 298 0 157 NA NA NA NA NA 551 184 392 NA NA NA NA NA 642 205 448 NA NA NA NA NA
1616886000.0 135.7 217 0 107 NA NA NA NA NA 298 0 152 NA NA NA NA NA 483 178 377 NA NA NA NA NA 574 202 445 NA NA NA NA NA
1616886000.0 135.8 82 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 187 NA NA NA NA NA NA NA 271 NA NA NA NA NA NA NA
1616886000.0 135.9 219 0 108 NA NA NA NA NA 299 0 156 NA NA NA NA NA 478 183 355 NA NA NA NA NA 576 203 503 NA NA NA NA NA
1616886000.0 1350.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1351.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1352.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1353.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1354.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1355.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1616886000.0 1356.0 62 155 257 0 111 NA NA NA 107 218 328 0 161 NA NA NA 3712 490 1806 1432 467 NA NA NA 3867 604 1876 1469 533 NA NA NA
1616886000.0 136.721 NA 157 249 0 NA NA NA NA NA 229 324 0 NA NA NA NA NA 2672 6659 790 NA NA NA NA NA 2913 6822 837 NA NA NA NA
1616886000.0 136.722 NA 160 264 0 NA NA NA NA NA 231 346 0 NA NA NA NA NA 3143 7323 855 NA NA NA NA NA 4311 7433 881 NA NA NA NA
1616886000.0 136.723 NA 161 252 0 NA NA NA NA NA 233 330 0 NA NA NA NA NA 3042 7027 873 NA NA NA NA NA 4158 7194 909 NA NA NA NA
1616886000.0 136.724 NA 165 263 0 NA NA NA NA NA 237 351 0 NA NA NA NA NA 4434 8236 748 NA NA NA NA NA 5564 8391 796 NA NA NA NA
1616886000.0 136.725 NA 163 277 0 NA NA NA NA NA 230 357 0 NA NA NA NA NA 3061 7220 868 NA NA NA NA NA 4186 7334 891 NA NA NA NA
1616886000.0 136.726 NA 166 252 0 NA NA NA NA NA 229 331 0 NA NA NA NA NA 3283 7473 827 NA NA NA NA NA 4410 7620 870 NA NA NA NA
